"Période";"1. Production primaire de gaz naturel (extraction de gaz commercialisé) (en TWh PCS)";"2. Total des importations de gaz naturel (en TWh PCS)";"2.1.1 Importations de gaz naturel de Norvège (en TWh PCS)";"2.1.2 Importations de gaz naturel d'Algérie  (en TWh PCS)";"2.1.3 Importations de gaz naturel de Russie (en TWh PCS)";"2.1.4 Importations de gaz naturel des Pays-Bas (en TWh PCS)";"2.1.5 Importations de gaz naturel du Nigéria (hors swaps, en TWh PCS)";"2.1.6 Importations de gaz naturel du Qatar (en TWh PCS)";"2.1.7 Importations de gaz naturel des pays autres que Norvège, Algérie, Russie, Nigéria, Pays-Bas et Qatar (en TWh PCS)";"3. Variation de stock utile (en TWh PCS)";"4. Consommation totale de gaz naturel (en TWh PCS)";"4.1 Consommation réelle de gaz naturel par les gros clients reliés au réseau de transport (en TWh PCS)";"4.1.1 Livraisons aux centrales à cycle combiné au gaz (CCCG) par GRTgaz (en TWh PCS)";"4.2 Consommation réelle de gaz naturel par les clients reliés au réseau de distribution (en TWh PCS)";"5. Consommation totale de gaz naturel corrigée du climat (en TWh PCS)";"5.1 Consommation sur le réseau de transport CVC-CJO (en TWh PCS)";"5.2 Consommation sur le réseau de distribution CVC-CJO (en TWh PCS)";"6. Consommation totale de gaz naturel CVS-CVC-CJO (en TWh PCS)";"6.1 Consommation sur le réseau de transport CVS-CVC-CJO (en TWh PCS)";"6.2 Consommation sur le réseau de distribution CVS-CVC-CJO (en TWh PCS)";"7. Stocks (gaz gazeux + GNL) utiles fin de mois (en TWh)";"8. Production de biométhane (en TWh PCS)";"9. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"10. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PRODRES_GAZ";"QSOLI_GAZ";"QIMPNOR_GAZ";"QIMPALG_GAZ";"QIMPRUS_GAZ";"QIMPNL_GAZ";"QIMPNIG_GAZ";"QIMPQAT_GAZ";"QIMPAUTR_GAZ";"VSTO_GAZ";"CONSO_GAZ";"LTRAN_GAZ";"LPE_GAZ";"LDIS_GAZ";"CONSO_GAZ_COR1";"CTRAN_GAZ_COR1";"CDIS_GAZ_COR1";"CONSO_GAZ_COR2";"CTRAN_GAZ_COR2";"CDIS_GAZ_COR2";"STO_GAZ";"PRODBIO_GAZ";"DJU";"INDRIG"
"2022-11";0.669;35.902;14.643;4.087;9.635;2.269;1.787;1.098;16.566;3.129;40.6;16.229;5.31;24.372;46.736;17.071;29.666;32.587;13.536;19.051;138.577;0.641;195.907;0.771
"2022-06";0.546;33.032;15.022;2.861;6.436;1.59;0;1.4;20.526;-13.807;19.107;12.047;3.468;7.061;19.107;12.047;7.061;39.596;15.614;23.982;90.566;0.546;0;1
"2020-01";0.161;26.078;17.425;3.364;6.281;0.573;0;0;11.701;40.592;65.109;20.249;5.989;44.86;71.396;21.135;50.261;41.46;16.364;25.096;84.576;0.143;317.101;0.855
"2019-06";0.105;40.029;19.324;2.42;8.156;5.393;0;2.377;9.912;-18.902;20.581;12.337;2.61;8.244;20.581;12.337;8.244;42.041;16.729;25.312;99.082;0.092;0;1
"2021-11";0.477;33.065;15.819;4.026;10.059;2.016;0;0.936;11.784;23.886;56.833;18.906;5.914;37.926;53.157;18.351;34.806;38.578;14.528;24.05;105.805;0.443;288.403;1.135
"2022-10";0.678;29.333;16.185;3.436;4.383;3.615;0;2.639;23.521;-4.005;26.115;15.311;5.505;10.804;34.046;15.976;18.07;39.434;15.895;23.539;142.077;0.66;37.95;0.305
"2020-10";0.239;40.35;14.047;4.094;8.341;4.317;0;0;9.724;-1.609;38.317;15.393;3.528;22.925;37.332;15.311;22.02;42.277;14.867;27.411;139.342;0.216;131.438;1.055
"2022-09";0.631;29.906;14.529;4.554;5.888;4.475;0;1.415;18.694;-7.787;21.98;13.631;4.523;8.349;21.98;13.631;8.349;40.4;15.78;24.621;136.908;0.617;0;1
"2021-02";0.28;30.857;14.784;4.066;7.973;0.834;1.069;0;15.785;24.292;53.78;15.645;3.512;38.136;59.807;16.732;43.075;39.322;14.925;24.396;38.351;0.256;260.675;0.815
"2022-07";0.594;41.748;19.733;2.494;5.906;2.815;0;4.24;21.696;-22.243;19.146;13.073;4.483;6.072;19.146;13.073;6.072;39.145;15.307;23.838;113.116;0.585;0;1
"2022-08";0.608;34.144;17.947;2.884;5.683;3.009;1.792;4.531;21.371;-16.384;17.408;12.053;4.121;5.355;17.408;12.053;5.355;39.645;15.746;23.899;129.282;0.597;0;1
"2018-07";0.065;44.225;18.719;2.877;10.467;5.552;0;3.546;8.859;-24.064;19.847;13.001;2.976;6.846;19.847;13.001;6.846;40.662;15.573;25.089;89.385;0.059;0;1
"2021-12";0.519;39.645;18.625;2.786;14.902;6.22;1.89;0.94;12.223;23.384;62.307;18.858;5.27;43.449;66.369;19.574;46.795;40.084;15.312;24.773;83.394;0.483;318.72;0.903
"2023-02";0.668;17.942;10.846;4.935;2.187;0.287;0;1.377;13.05;30.502;50.502;16.289;5.375;34.213;52.821;16.714;36.108;32.375;15.074;17.301;63.428;0.643;292.236;0.914
"2019-10";0.137;36.26;19.771;3.511;9.148;3.833;0;0;10.965;-2.247;33.704;16.119;5.3;17.585;36.914;16.398;20.516;41.545;15.582;25.963;142.158;0.124;87.554;0.703
"2022-12";0.717;39.707;10.078;6.302;6.651;2.761;1.03;1.599;23.156;17.21;56.865;17.039;4.998;39.825;58.485;17.299;41.186;32.592;13.435;19.157;122.439;0.688;339.35;0.962
"2021-09";0.403;31.506;15.702;3.361;8.02;2.784;0.957;1.423;15.679;-11.479;19.71;11.578;2.369;8.133;19.71;11.578;8.133;37.768;13.341;24.427;127.74;0.395;0;1
"2022-01";0.527;38.461;16.392;3.371;6.887;0.581;0;0;26.235;29.855;68.119;19.331;5.541;48.788;66.345;19.097;47.248;36.953;14.759;22.194;53.1;0.494;385.801;1.04
"2023-01";0.712;27.684;12.385;6.564;4.842;1.04;1.132;1.378;10.15;26.734;55.71;15.472;4.143;40.238;59.633;15.906;43.726;30.995;12.348;18.646;94.393;0.69;336.034;0.906
"2021-10";0.459;36.853;17.142;6.218;13.73;4.393;0;1.376;10.826;-3.29;33.234;13.372;2.716;19.863;32.842;13.343;19.499;38.08;13.154;24.926;132.161;0.427;125.254;1.006
"2021-06";0.341;35.002;13.231;3.432;10.639;1.661;1.141;0;10.219;-15.652;19.101;11.281;2.074;7.82;19.101;11.281;7.82;39.565;14.779;24.786;72.249;0.34;0;1
"2020-04";0.18;51.207;23.625;3.509;7.008;5.574;0;0;25.838;-26.786;23.884;9.075;0.219;14.809;33.339;10.37;22.969;36.719;11.791;24.929;76.515;0.165;89.303;0.538
"2019-01";0.096;38.398;22.346;2.292;10.337;0.324;0;0.118;9.481;36.392;74.244;22.095;6.622;52.149;71.542;21.695;49.847;41.445;16.861;24.584;66.186;0.08;393.349;1.06
"2018-08";0.069;40.555;15.547;1.964;10.791;3.281;0;1.422;14.505;-21.612;18.253;12.044;2.78;6.208;18.253;12.044;6.208;41.626;16.457;25.168;110.691;0.062;0;1
"2018-02";0.053;43.266;18.863;3.875;10.04;4.614;0;0.52;9.4;27.386;70.217;19.138;5.341;51.079;59.966;17.112;42.854;39.473;15.003;24.47;28.669;0.045;397.119;1.242
"2019-12";0.158;50.009;20.806;0.955;9.681;5.208;2.302;2.75;16.833;10.283;59.925;18.076;3.928;41.849;66.876;19.272;47.604;40.77;15.118;25.652;125.253;0.137;293.701;0.832
"2019-11";0.139;50.4;17.924;3.478;7.066;4.654;0.948;0;16.726;6.614;56.622;20.055;6.255;36.567;56.1;19.972;36.129;40.611;15.551;25.06;135.34;0.123;258.921;1.019
"2019-08";0.113;37.336;17.559;1.476;7.21;4.587;0;3.113;10.857;-18.807;18.043;11.9;3.03;6.144;18.043;11.9;6.144;40.983;15.951;25.032;136.011;0.105;0;1
"2022-04";0.573;48.68;18.035;3.898;10.572;2.214;1.027;0.995;32.037;-12.633;35.788;14.259;4.729;21.528;36.568;14.407;22.161;40.257;15.804;24.452;53.227;0.551;162.673;0.979
"2021-03";0.341;48.609;15.594;6.06;13.619;4.37;2.076;0;16.763;4.337;52.631;16.345;3.723;36.285;51.752;16.224;35.528;38.162;14.698;23.464;37.091;0.313;260.78;1.02
"2020-06";0.181;33.77;20.017;2.797;8.265;4.379;0;0.965;9.16;-11.933;21.527;13.404;4.127;8.123;21.527;13.404;8.123;42.981;17.834;25.147;114.722;0.169;0;1
"2018-06";0.065;38.641;17.014;5.097;9.687;6.271;0;0.57;8.589;-19.284;18.169;10.217;0.846;7.952;18.169;10.217;7.952;39.081;14.073;25.008;63.968;0.055;0;1
"2020-02";0.158;28.411;15.562;4.481;6.796;3.475;1.701;0;12.835;24.032;52.226;15.959;3.254;36.266;61.877;17.758;44.119;41.283;15.724;25.559;59.305;0.14;230.482;0.721
"2019-07";0.103;38.887;21.117;2.983;5.185;5.768;0;3.797;7.342;-17.178;21.219;14.32;4.501;6.899;21.219;14.32;6.899;41.865;16.825;25.04;115.183;0.096;0;1
"2019-04";0.113;53.833;20.906;4.002;14.053;5.098;0;2.776;18.637;-16.437;36.875;14.036;2.923;22.839;37.379;14.13;23.249;41.357;16.347;25.009;64.768;0.092;164.844;0.992
"2020-11";0.26;37;15.729;4.538;7.528;3.448;0;0;10.488;12.168;48.953;17.718;4.714;31.235;54.035;18.467;35.568;39.176;14.494;24.681;127.35;0.232;206.465;0.812
"2019-03";0.114;50.209;23.062;4.032;12.28;4.33;0;2.439;16.284;-0.869;48.86;15.456;2.172;33.404;53.238;16.043;37.195;39.41;14.565;24.845;47.986;0.093;221.345;0.865
"2018-03";0.06;43.907;20.007;2.874;11.067;5.962;0;0.422;9.247;15.512;59.12;16.986;3.697;42.133;55.098;16.419;38.678;41.153;14.865;26.288;12.833;0.052;284.173;1.111
"2017-12";0.054;49.724;20.74;3.999;11.55;6.619;0.943;0.617;9.797;19.931;68.98;20.891;5.573;48.089;68.851;20.867;47.984;42.328;16.142;26.186;80.859;0.045;354.569;1.005
"2020-12";0.293;35.047;17.676;3.382;13.21;4.827;0;0.873;6.879;26.212;60.914;18.158;4.623;42.756;65.014;18.858;46.156;38.917;14.796;24.121;101.645;0.265;318.167;0.902
"2020-09";0.189;26.701;13.493;4.961;10.214;3.341;0;0.927;7.184;-2.814;23.09;14.045;4.159;9.045;23.09;14.045;9.045;41.508;16.085;25.424;138.517;0.186;0;1
"2019-09";0.128;28.414;11.711;2.904;7.205;4.693;0.923;0;4.801;-5.031;22.54;14.039;4.558;8.501;22.54;14.039;8.501;40.839;15.892;24.948;139.052;0.115;0;1
"2019-05";0.114;46.851;21.666;1.963;15.045;4.876;0;0.886;11.92;-15.772;30.369;13.707;2.75;16.661;27.222;13.228;13.994;42.592;17.356;25.237;79.348;0.098;107.094;1.365
"2018-11";0.075;45.873;20.874;4.003;8.354;5.215;2.03;0.157;9.329;10.224;55.696;20.249;5.751;35.447;57.257;20.503;36.754;41.394;15.792;25.602;122.504;0.071;239.74;0.943
"2018-04";0.061;40.182;17.684;4.234;9.502;3.937;0;2.154;11.092;-9.619;30.092;11.108;0.714;18.984;37.355;12.272;25.083;40.967;14.272;26.695;24.385;0.054;109.397;0.659
"2022-05";0.584;47.825;16.399;2.433;13.792;3.158;1.861;4.202;26.74;-24.887;22.585;13.372;4.127;9.213;26.718;14.011;12.708;42.164;18.28;23.884;77.699;0.574;37.956;0.484
"2022-03";0.581;49.953;17.195;4.381;14.88;3.003;1.782;0;29.782;-2.49;47.299;16.767;5.598;30.532;51.538;17.376;34.162;37.918;15.701;22.217;38.684;0.554;222.74;0.871
"2022-02";0.494;34.293;14.679;4.078;12.679;1.107;1.754;0;17.36;16.52;50.596;14.872;3.319;35.724;57.141;16.008;41.133;36.737;14.358;22.379;36.585;0.466;255.808;0.8
"2021-04";0.338;42.834;13.768;4.423;13.95;4.326;0;0;17.499;-1.615;40.941;15.081;4.496;25.86;35.407;14.019;21.388;39.177;15.636;23.541;37.347;0.31;212.419;1.279
"2021-01";0.302;35.631;20.22;2.342;8.829;4.418;0;0;8.131;36.23;70.138;19.17;4.96;50.967;68.399;18.942;49.457;38.998;14.623;24.375;63.997;0.275;385.513;1.039
"2020-05";0.186;49.307;17.405;3.51;6.722;5.304;1.016;1.404;28.115;-26.231;22.247;11.162;1.514;11.085;24.148;11.411;12.737;38.893;14.911;23.982;103.949;0.168;58.632;0.747
"2018-12";0.091;41.879;19.114;4.376;8.339;4.867;1.016;1.779;10.497;18.937;60.656;18.621;3.842;42.034;66.57;19.66;46.91;40.314;15.313;25.001;103.403;0.075;302.835;0.858
"2018-01";0.056;36.813;21.079;4.44;9.371;1.939;0;0.723;10.861;22.824;59.438;16.975;1.944;42.463;70.335;18.312;52.022;40.946;14.282;26.664;57.661;0.046;275.94;0.744
"2021-05";0.358;47.96;15.748;4.95;10.885;5.129;0;1.416;13.088;-18.085;29.395;11.506;1.368;17.889;25.369;10.981;14.388;39.968;14.343;25.624;56.729;0.334;116.452;1.485
"2020-07";0.191;28.689;18.238;1.152;5.954;3.695;0;0.912;13.49;-7.739;20.692;13.536;4.243;7.157;20.692;13.536;7.157;40.933;15.765;25.167;121.902;0.178;0;1
"2020-03";0.181;38.967;18.976;3.983;6.707;3.882;0.875;1.365;13.778;10.582;49.087;15.012;2.979;34.075;50.148;15.149;34.999;36.51;13.746;22.764;48.564;0.162;246.202;0.963
"2019-02";0.1;35.391;19.637;4.596;7.293;0.646;0;1.972;9.087;20.887;55.877;17.489;4.607;38.388;61.852;18.668;43.184;41.17;16.44;24.73;45.976;0.079;262.159;0.82
"2018-09";0.073;38.578;16.966;3.093;9.619;5.887;0;1.576;8.287;-16.367;21.667;12.996;2.399;8.671;21.667;12.996;8.671;39.834;14.614;25.22;127.826;0.064;0;1
"2018-10";0.083;41.951;19.59;3.845;9.536;3.381;1.015;1.747;9.755;-6.354;35.146;16.894;4.525;18.252;36.373;17.005;19.368;40.637;15.822;24.815;133.463;0.073;108.323;0.87
"2021-07";0.382;38.848;17.449;2.31;11.426;3.693;0;0;12.776;-20.517;18.108;10.914;1.987;7.194;18.108;10.914;7.194;37.771;12.713;25.058;91.571;0.374;0;1
"2017-11";0.052;47.333;19.437;3.908;9.832;6.732;1.149;2.1;7.215;12.347;59.19;21.78;6.632;37.41;57.05;21.414;35.636;40.873;16.444;24.43;101.326;0.038;273.605;1.076
"2021-08";0.397;39.151;18.513;3.874;7.064;3.551;0;0;14.859;-23.472;15.599;9.115;0.709;6.484;15.599;9.115;6.484;37.07;11.94;25.13;116.851;0.387;0;1
"2020-08";0.19;31.69;18.079;3.01;8.428;1.02;1.88;1.751;9.699;-12.973;18.422;12.423;4.21;5.999;18.422;12.423;5.999;41.229;16.454;24.775;135.93;0.183;0;1
"2018-05";0.063;43.105;17.952;2.896;9.881;5.27;0;2.7;13.116;-20.672;21.997;9.831;0.348;12.166;24.08;10.075;14.005;38.456;13.212;25.244;43.955;0.057;56.532;0.721
"2016-11";0.044;44.376;19.668;3.361;9.619;5.451;0;1.299;7.234;14.571;58.212;21.406;6.613;36.806;58.123;21.392;36.731;41.843;16.399;25.444;116.902;0.022;256.744;1.01
"2016-04";0.03;45.04;17.736;5.314;9.315;4.229;0;0.593;6.85;-5.939;38.799;13.006;2.71;25.792;36.017;12.523;23.494;39.358;14.223;25.135;42.893;0.015;191.505;1.153
"2017-09";0.046;31.408;16.277;3.424;6.912;4.034;0;1.483;4.297;-5.648;25.442;14.653;3.55;10.789;25.442;14.653;10.789;43.87;16.466;27.403;108.69;0.035;0;1
"2017-01";0.044;46.667;21.046;1.498;10.542;4.469;0;1.402;8.124;35.207;81.439;22.087;7.292;59.351;71.851;20.696;51.155;41.813;16.203;25.61;56.39;0.027;452.737;1.22
"2015-02";0.023;35.13;19.764;0.978;3.686;3.923;0;0.005;6.795;28.557;63.684;16.136;2.924;47.548;59.555;15.418;44.136;38.642;13.418;25.224;40.736;0.004;351.239;1.099
"2014-06";0.011;35.091;12.599;3.396;6.774;4.434;0;0.105;5.583;-16.608;18.047;9.826;0.288;8.221;18.047;9.826;8.221;38.726;13.316;25.41;84.424;0.002;0;1
"2012-04";0.475;41.314;18.145;3.992;8.075;5.76;0.966;1.929;4.861;-0.637;40.895;12.725;1.535;28.17;;;;40.033;13.551;26.482;38.157;;203.518;1.225
"2012-01";0.522;46.621;20.711;2.906;7.974;8.73;0;1.45;6.571;20.684;67.573;18.722;2.398;48.851;;;;41.35;15.037;26.313;81.164;;338.038;0.911
"2011-11";0.549;43.178;19.052;5.345;4.528;7.219;0;1.243;8.016;8.768;52.055;19.202;3.284;32.853;;;;41.852;15.355;26.497;126.039;;198.874;0.782
"2010-11";0.6;45.849;17.637;6.465;2.393;7.6;0;0.327;;13.898;60.262;20.14;0;40.122;;;;41.642;15.112;26.53;;;276.919;1.089
"2009-03";0.841;45.173;14.635;8.184;7.816;6.384;0;0.644;;11.154;56.775;15.72;0;41.055;;;;38.771;12.727;26.044;;;276.464;1.081
"2007-03";0.973;36.941;10.946;6.769;4.945;6.012;0.92;0.144;;21.249;59.222;17.864;0;41.358;;;;41.284;14.306;26.978;;;264.952;1.036
"2007-02";0.913;34.066;13.25;7.392;4.747;5.076;0;0;;21.548;56.292;15.32;0;40.972;;;;40.58;13.767;26.813;;;243.557;0.762
"2006-12";1;44.785;13.66;7.626;8.904;8.678;0;0;;23.167;68.058;17.386;0;50.672;;;;40.844;13.695;27.149;;;350.907;0.994
"2006-07";0.903;39.171;10.95;5.534;4.401;6.528;0;0;;-21.457;18.538;11.196;0;7.342;;;;42.019;14.587;27.432;;;0;1
"2005-11";0.706;46.894;12.001;6.466;9.379;8.385;0;0;;16.849;61.602;19.01;0;42.592;;;;42.445;14.293;28.152;;;296.157;1.165
"2002-07";1.52;39.4;12;10.74;8.87;4.58;0;0.38;;-21.79;18.57;10.03;0;8.54;;;;41.049;13.497;27.552;;;0;1
"2002-04";1.34;38.303;12.49;11.9;8.51;3.42;0;1.89;;-0.83;38.25;12.86;0;25.39;;;;40.327;13.783;26.545;;;165.079;0.994
"2013-08";0.332;34.065;10.201;4.648;8.939;6.099;0;1.456;5.45;-18.578;15.269;9.008;0.195;6.261;15.269;9.008;6.261;38.772;13.056;25.716;98.858;;0;1
"2012-06";0.523;34.534;15.209;3.867;5.38;5.784;0;1.833;4.789;-14.891;19.919;10.815;1.063;9.104;;;;41.178;14.554;26.624;68.198;;0;1
"2010-06";0.57;39.368;11.4;7.206;7.472;5.892;0;0.862;;-18.733;20.342;11.357;0;8.985;;;;41.951;15.128;26.824;;;0;1
"2009-05";0.833;42.129;13.467;7.072;6.271;5.91;0;0.47;;-20.027;22.486;9.958;0;12.528;;;;39.659;12.865;26.794;;;59.968;0.764
"2009-02";0.788;38.94;12.12;4.622;6.097;7.145;0;0.436;;25.313;64.67;15.007;0;49.663;;;;39.862;12.602;27.26;;;342.672;1.072
"2008-05";0.912;40.091;13.453;6.481;5.338;6.443;0.929;0.393;;-18.191;22.516;11.081;0;11.435;;;;42.719;14.573;28.146;;;35.014;0.446
