"Période";"1. Production (brute) d'électricité hydraulique, éolienne et photovoltaïque (en GWh)";"1.1 Production brute d'électricité hydraulique (en GWh)";"1.2 Production brute d'électricité éolienne (en GWh)";"1.3 Production brute d'électricité solaire photovoltaïque (en GWh)";"2. Production nucléaire (équivalent primaire à la production, sous forme de chaleur) (en GWh)";"3. Solde importateur (importations - exportations) d'électricité (en GWh)";"3.1 Importations d'électricité (en GWh)";"3.2 Exportations d'électricité (en GWh)";"4. Consommation primaire d'énergie nucléaire, hydraulique, éolienne et photovoltaïque brute (en GWh)";"5. Consommation d'électricité primaire et d'équivalent primaire d'électricité nucléaire CVC-CJO (en GWh)";"6. Consommation d'électricité primaire et d'équivalent primaire d'électricité nucléaire CVS-CVC-CJO (en GWh)";"7. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"8. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"2013-06";9027.016;7377.334;1112.418;537.263;91415.825;-5750.575;284.641;6035.216;94692.266;94977.351;109528.674;0;1
"2012-10";6061.759;4484.318;1308.577;268.863;104797.896;-3671.571;796.443;4468.014;107188.084;;111644.288;123.606;0.993
"2012-09";4921.381;3663.794;883.669;373.918;96273.91;-4102.608;610.74;4713.348;97092.682;;110676.351;0;1
"2011-10";4498.908;3280.981;1035.186;182.74;104447.591;-3823.688;841.151;4664.84;105122.81;;111202.11;108.5;0.871
"2010-11";6489.117;5519.942;969.174;0;112760.297;-2321.418;1726.311;4047.728;116927.996;;113184.067;276.919;1.089
"2007-10";4234.977;3951.926;283.051;0;117287.747;-3947.71;929.167;4876.878;117575.014;;117735.175;157.386;1.264
"2005-05";6243.739;6174.726;69.012;0;106413.066;-6699.206;201.036;6900.242;105957.599;;113517.221;84.077;1.072
"2003-01";8109.771;8109.771;0;0;128010.887;-6290.132;341.061;6631.193;129830.526;;108667.429;422.876;1.14
"2002-12";7517.41;7517.41;0;0;123946.52;-7556.36;210.038;7766.398;123907.571;;109890.054;300.263;0.851
"2001-01";7941.682;7941.682;0;0;123284.401;-5800.044;345.062;6145.106;125426.04;;107607.322;343.191;0.925
"1995-12";5762.605;5762.605;0;0;110040.776;-3990.718;686.123;4676.842;111812.663;;98074.369;393.291;1.115
"1995-11";4539.406;4539.406;0;0;104572.357;-5940.069;270.049;6210.118;103171.694;;96809.324;266.848;1.05
"1994-09";5745.392;5745.392;0;0;87078.497;-4960.893;360.065;5320.958;87862.996;;95386.069;0;1
"1994-07";6014.738;6014.738;0;0;84517.083;-5068.912;324.058;5392.971;85462.909;;95153.498;0;1
"1993-10";7930.544;7930.544;0;0;88015.491;-4663.839;232.042;4895.881;91282.196;;91176.269;188.738;1.516
"1993-02";4336.89;4336.89;0;0;99683.306;-4922.886;388.07;5310.956;99097.31;;92418.383;372.469;1.165
"1989-11";4312.588;4312.588;0;0;75262.58;-3461.623;871.157;4332.78;76113.545;;;288.146;1.134
"1988-04";7940.67;7940.67;0;0;63619.344;-2913.524;554.1;3467.624;68646.49;;;176.234;1.061
"1986-07";5481.108;5481.108;0;0;56671.249;-1639.295;649.117;2288.412;60513.062;;;0;1
"1985-11";4030.077;4030.077;0;0;67138.125;-1978.356;661.119;2639.475;69189.846;;;370.703;1.458
"1985-03";6245.607;6245.607;0;0;62796.762;-2072.373;476.086;2548.459;66969.996;;;341.435;1.335
"1982-09";4359.167;4359.167;0;0;21725.291;419.075;988.178;569.102;26503.533;;;0;1
"1982-08";5011.269;5011.269;0;0;20918.159;-321.058;717.129;1038.187;25608.371;;;0;1
"1982-05";5382.887;5382.887;0;0;27717.922;-822.148;444.08;1266.228;32278.661;;;98.191;1.252
"1981-07";6462.3;6462.3;0;0;25593.399;-364.066;667.12;1031.186;31691.633;;;0;1
"1981-01";6329.652;6329.652;0;0;28435.686;-382.069;1216.219;1598.288;34383.269;;;407.494;1.098
"2017-06";7603.436;5157.894;1396.048;1049.494;86043.753;-3455.039;1244.385;4699.424;90192.15;90192.491;104170.554;0;1
"2022-11";9422.527;3943.849;4632.3;846.379;69562.288;1077.335;4810.486;3733.151;80062.149;82962.718;80202.975;195.907;0.771
"2016-07";7337.601;5356.707;974.329;1006.566;90469.67;-4291.312;1041.214;5332.527;93515.959;93865.424;104055.478;0;1
"2015-01";8641.291;6236.844;2176.443;228.004;138614.247;-5183.903;720.48;5904.383;142071.635;142200.505;113670.451;369.813;0.997
"2012-11";6240.278;4831.324;1249.205;159.749;118091.255;-4413.034;663.799;5076.834;119918.499;;116311.438;252.212;0.992
"2007-06";7601.844;7360.801;241.043;0;98523.769;-6753.215;227.041;6980.256;99372.398;;111868.215;0;1
"2006-08";4233.605;4042.571;191.034;0;104570.31;-7112.28;122.022;7234.302;101691.635;;113398.849;0;1
"2004-03";6525.08;6525.08;0;0;114838.822;-4112.74;724.13;4836.87;117251.162;;109708.615;296.857;1.161
"2002-07";5039.622;5039.622;0;0;105179.511;-5596.007;573.103;6169.11;104623.125;;111316.562;0;1
"2001-09";4875.583;4875.583;0;0;104746.336;-5704.027;219.039;5923.066;103917.893;;113776.358;0;1
"1999-08";5028.483;5028.483;0;0;91656.219;-5480.986;442.08;5923.066;91203.716;;102249.721;0;1
"1998-09";4074.631;4074.631;0;0;87506.531;-3171.571;556.1;3727.671;88409.591;;96863.421;0;1
"1997-12";6593.935;6593.935;0;0;110562.862;-5672.021;531.096;6203.116;111484.777;;99957.118;332.154;0.941
"1997-06";6020.814;6020.814;0;0;88409.477;-5094.917;267.048;5361.965;89335.374;;102122.54;0;1
"1996-05";6562.545;6562.545;0;0;91731.726;-5458.982;242.044;5701.026;92835.289;;100459.386;126.237;1.609
"1996-03";5860.826;5860.826;0;0;109342.561;-5847.052;483.087;6330.139;109356.335;;99162.129;312.457;1.222
"1995-08";4595.098;4595.098;0;0;87590.304;-5991.078;149.027;6140.105;86194.324;;96870.725;0;1
"1994-08";4522.192;4522.192;0;0;84724.679;-5250.945;328.059;5579.004;83995.926;;94847.439;0;1
"1993-05";6488.627;6488.627;0;0;81078.561;-5070.913;156.028;5226.941;82496.275;;90835.376;71.011;0.905
"1993-01";5250.239;5250.239;0;0;108220.576;-5275.95;465.084;5741.033;108194.865;;92234.822;322.988;0.871
"1992-02";4380.431;4380.431;0;0;91110.189;-3957.712;513.092;4470.805;91532.907;;83372.444;333.546;1.043
"1991-04";5379.849;5379.849;0;0;76959.969;-4400.792;555.1;4955.892;77939.026;;77781.011;216.122;1.301
"1990-07";5109.49;5109.49;0;0;75061.574;-3857.694;477.086;4334.78;76313.369;;86002.883;0;1
"1985-10";3333.421;3333.421;0;0;60622.893;-2596.467;367.066;2963.533;61359.846;;;151.161;1.214
"1984-09";4536.368;4536.368;0;0;44275.334;-2093.377;390.07;2483.447;46718.325;;;0;1
"1984-03";4990.005;4990.005;0;0;54142.645;-2144.386;434.078;2578.464;56988.264;;;339.404;1.327
"1983-05";8146.224;8146.224;0;0;28957.268;-1220.22;750.135;1970.355;35883.272;;;141.422;1.803
"1982-10";6320.538;6320.538;0;0;19883.621;437.079;1319.237;882.159;26641.238;;;154.881;1.244
"1982-01";7959.909;7959.909;0;0;33601.655;-264.048;955.172;1219.219;41297.516;;;367.239;0.99
"1981-11";5140.88;5140.88;0;0;28185.744;-138.025;1131.204;1269.228;33188.599;;;280.073;1.102
"2020-03";13118.562;7520.122;4498.986;1099.455;97714.37;-5993.398;978.975;6972.373;104839.535;105231.651;95585.481;246.202;0.963
"2019-06";9229.01;5924.3;1902.159;1402.551;91228.342;-7126.901;325.155;7452.055;93330.451;93824.047;108463.651;0;1
"2018-01";11838.358;7528.972;3975.359;334.027;129237.358;-7291.863;590.119;7881.983;133783.853;136750.71;108327.439;275.94;0.744
"2014-12";7885.712;5745.297;1958.883;181.533;131968.568;-4772.429;848.553;5620.982;135081.851;135314.568;114248.649;346.389;0.982
"2012-08";4946.923;3616.866;861.719;468.338;90827.355;-3622.972;956.662;4579.634;92151.306;;106611.53;0;1
"2011-11";4973.075;3958.532;909.164;105.379;107339.353;-3859.695;1262.227;5121.922;108452.734;;108440.517;198.874;0.782
"2009-10";3714.019;3081.905;632.114;0;98785.998;428.077;2606.469;2178.392;102928.094;;105076.21;134.189;1.078
"2006-06";5299.84;5200.822;99.018;0;104758.223;-5946.07;233.042;6179.112;104111.992;;116101.98;0;1
"2005-12";4456.8;4327.776;129.023;0;133333.056;-3283.591;1057.19;4340.781;134506.264;;113696.329;420.387;1.191
"2005-11";4004.473;3899.454;105.019;0;121958.284;-5436.978;471.085;5908.063;120525.778;;113668.246;296.157;1.165
"2003-12";5589.454;5589.454;0;0;132154.056;-6362.145;362.065;6724.21;131381.365;;113929.534;352.74;1
"2002-10";5563.127;5563.127;0;0;111659.463;-6160.109;157.028;6317.137;111062.481;;109260.999;122.663;0.985
"2001-11";4884.697;4884.697;0;0;117870.528;-6203.116;270.049;6473.165;116552.108;;108724.319;307.383;1.209
"2000-09";4641.677;4641.677;0;0;98847.976;-5870.056;416.075;6286.131;97619.596;;106695.013;0;1
"2000-08";4761.162;4761.162;0;0;96773.133;-6104.099;273.049;6377.148;95430.196;;106912.17;0;1
"1999-10";6386.356;6386.356;0;0;102147.202;-5712.028;353.064;6065.092;102821.53;;101641.808;128.865;1.035
"1998-08";3446.83;3446.83;0;0;78006.732;-1483.267;798.144;2281.411;79970.295;;91172.293;0;1
"1997-09";4621.425;4621.425;0;0;92171.854;-5359.965;258.046;5618.011;91433.315;;99865.344;0;1
"1997-01";7717.902;7717.902;0;0;112593.908;-4855.874;801.144;5657.018;115455.936;;94304.655;459.215;1.238
"1996-11";6092.707;6092.707;0;0;105766.902;-6067.092;214.039;6281.13;105792.518;;100095.217;283.921;1.117
"1992-11";8263.684;8263.684;0;0;89408.658;-4969.894;272.049;5241.943;92702.447;;88085.22;220.729;0.868
"1990-09";2974.967;2974.967;0;0;81873.461;-4773.859;392.071;5165.93;80074.569;;88627.195;0;1
"1988-11";5600.592;5600.592;0;0;70780.13;-2416.435;846.152;3262.587;73964.287;;;310.682;1.222
"1987-12";6038.028;6038.028;0;0;81911.701;-2627.473;844.152;3471.625;85322.256;;;362.009;1.026
"1986-06";7473.869;7473.869;0;0;50338.286;-1692.305;533.096;2225.401;56119.851;;;0;1
"1986-04";7138.705;7138.705;0;0;63903.908;-2336.42;642.116;2978.536;68706.192;;;273.481;1.647
"1983-04";6555.457;6555.457;0;0;31946.24;-898.162;607.109;1505.271;37603.536;;;211.73;1.275
"1982-03";6070.43;6070.43;0;0;32314.088;-867.156;757.136;1624.292;37517.362;;;304.089;1.189
"1980-09";;;;;;;;;;;;0;1
"2020-12";10607.199;5851.402;4384.35;371.447;109533.554;-2444.321;2523.323;4967.644;117696.432;118910.28;98264.174;318.167;0.902
"2021-11";7554.463;4136.519;2715.929;702.015;96607.449;799.768;3621.99;2822.222;104961.68;103252.128;100693.67;288.403;1.135
"2020-11";8481.001;4627.425;3155.221;698.355;100429.253;-4778.82;1418.214;6197.034;104131.434;106505.775;104250.715;206.465;0.812
"2019-04";8085.094;4646.323;2356.792;1081.98;101109.583;-4459.443;1052.061;5511.504;104735.235;104772.757;108696.902;164.844;0.992
"2017-12";8724.127;5344.461;3084.339;295.327;118870.359;-939.168;2982.316;3921.484;126655.318;126965.524;106942.423;354.569;1.005
"2016-05";8947.16;6570.149;1480.649;896.362;94016.725;-5265.884;815.106;6080.989;97698.001;97489.167;107096.157;80.834;1.03
"2015-08";5326.434;3458.606;1076.516;791.311;102283.505;-6873.127;319.678;7192.804;100736.812;100836.625;115037.115;0;1
"2014-03";8769.572;7065.438;1239.57;464.564;113702.254;-4565.792;994.589;5560.381;117906.035;119584.648;110230.478;228.332;0.893
"2011-06";5455.233;4381.682;853.154;220.397;103918.029;-6055.09;302.054;6357.144;103318.173;;118781.31;0;1
"2005-10";3849.697;3756.68;93.017;0;113808.334;-5892.06;278.05;6170.11;111765.971;;113441.048;51.592;0.414
"2005-03";5073.231;5007.219;66.012;0;117011.94;-3806.685;1068.192;4874.877;118278.486;;112342.122;278.725;1.09
"2004-11";4424.984;4424.984;0;0;124658.769;-5636.014;513.092;6149.107;123447.739;;116617.579;277.279;1.091
"2004-01";7025.296;7025.296;0;0;132457.141;-6045.088;446.08;6491.168;133437.348;;113826.507;366.599;0.988
"2001-03";8552.27;8552.27;0;0;107391.599;-6251.125;313.056;6564.181;109692.744;;105707.176;216.691;0.847
"2000-10";5663.372;5663.372;0;0;106299.706;-5639.015;397.071;6036.086;106324.063;;104703.68;127.436;1.023
"2000-06";6330.664;6330.664;0;0;94101.395;-6029.085;180.032;6209.117;94402.974;;106784.799;0;1
"2000-01";5810.197;5810.197;0;0;115325.719;-4037.727;695.125;4732.852;117098.189;;98562.318;393.354;1.06
"1999-05";8576.572;8576.572;0;0;85760.232;-5025.904;244.044;5269.948;89310.899;;96622.319;43.377;0.553
"1998-05";6505.841;6505.841;0;0;90436.166;-5741.033;226.041;5967.074;91200.974;;98923.142;59.562;0.759
"1994-02";6949.352;6949.352;0;0;94155.92;-5055.91;358.064;5413.974;96049.362;;91696.078;309.982;0.97
"1993-12";6640.514;6640.514;0;0;111889.88;-5618.011;391.07;6009.081;112912.384;;99412.54;310.997;0.881
"1992-05";6029.927;6029.927;0;0;77342.838;-4408.793;394.071;4802.864;78963.972;;87886.567;59.697;0.761
"1991-06";5849.688;5849.688;0;0;71207.354;-3930.707;387.07;4317.777;73126.334;;85440.08;0;1
"1990-03";5564.139;5564.139;0;0;78233.01;-2755.496;615.111;3370.607;81041.653;;73918.372;232.955;0.911
"1989-01";3620.994;3620.994;0;0;92769.29;-3865.696;712.128;4577.824;92524.588;;;384.477;1.036
"1987-03";6340.79;6340.79;0;0;78632.161;-2534.456;759.137;3293.593;82438.495;;;354.937;1.388
"1986-03";5241.126;5241.126;0;0;71972.455;-1986.357;784.141;2770.499;75227.223;;;319.462;1.249
"1983-03";6531.155;6531.155;0;0;34414.697;-588.106;668.12;1256.226;40357.747;;;289.94;1.134
"1980-04";;;;;;;;;;;;231.595;1.394
"2022-10";7890.988;3140.42;3434.052;1316.516;65057.226;275.665;4114.793;3839.128;73223.878;78569.738;84578.959;37.95;0.305
"2020-05";11135.949;6840.222;2661.759;1633.968;79563.073;-6394.102;555.781;6949.883;84304.921;84587.632;92673.803;58.632;0.747
"2019-09";6590.046;2689.295;2701.034;1199.717;88010.441;-4894.041;1078.312;5972.353;89706.446;89812.144;104101.682;0;1
"2019-02";8609.079;5198.753;2627.523;782.802;114250.763;-5526.15;961.489;6487.639;117333.693;120076.557;108326.161;262.159;0.82
"2018-12";9299.894;5323.568;3611.294;365.033;123406.02;-5243.608;1232.186;6475.793;127462.307;129757.628;109622.68;302.835;0.858
"2017-11";6504.006;3930.395;2172.685;400.926;96864.569;548.251;3651.65;3103.4;103916.826;102696.992;100284.636;273.605;1.076
"2017-05";8174.524;5757.965;1400.762;1015.797;95666.749;-5872.107;668.334;6540.441;97969.166;97758.88;106571.427;65.8;0.839
"2017-01";7513.705;5286.67;1909.142;317.893;128272.379;693.502;3651.175;2957.673;136479.586;133665.383;105234.105;452.737;1.22
"2016-06";9167.383;7231.335;1025.024;911.023;91412.76;-6646.871;369.818;7016.689;93933.272;93688.984;107495.741;0;1
"2014-10";5422.052;3783.423;1209.845;428.784;104464.23;-4307.725;664.57;4972.295;105578.557;108674.7;114196.128;69.506;0.558
"2013-08";5794.415;4547.102;705.577;541.736;95377.112;-6256.686;375.258;6631.944;94914.841;95036.852;109873.4;0;1
"2011-07";5326.124;4260.822;809.146;256.157;106785.193;-6173.111;289.052;6462.163;105938.206;;116119.12;0;1
"2011-04";4966.954;4130.253;668.12;168.581;104735.57;-5115.921;548.099;5664.019;104586.604;;114202.853;83.526;0.503
"2010-05";7299.991;6574.861;725.131;0;93362.235;-2139.385;1377.248;3516.633;98522.841;;108020.322;123.951;1.58
"2007-04";5647.043;5461.009;186.033;0;101333.365;-4643.836;675.122;5318.957;102336.572;;110151.442;82.878;0.499
"2004-09";3962.234;3962.234;0;0;105521.996;-5167.93;395.071;5563.001;104316.301;;113740.473;0;1
"2004-02";6226.368;6226.368;0;0;114899.439;-4322.778;522.094;4844.872;116803.03;;110698.044;329.034;1.029
"2003-11";4470.551;4470.551;0;0;119685.148;-6292.132;330.059;6622.192;117863.566;;112829.351;229.229;0.902
"2003-06";5284.667;5284.667;0;0;99120.846;-5075.914;878.158;5954.072;99329.599;;111511.82;0;1
"1999-01";5307.956;5307.956;0;0;115210.698;-5001.9;609.11;5611.01;115516.754;;99211.121;331.899;0.895
"1995-09";5390.988;5390.988;0;0;84473.687;-6078.094;118.021;6196.115;83786.581;;92110.811;0;1
"1994-04";7996.362;7996.362;0;0;86794.25;-4980.896;324.058;5304.955;89809.716;;89630.039;218.931;1.318
"1991-09";3333.421;3333.421;0;0;77872.474;-4647.836;253.046;4900.882;76558.059;;84486.8;0;1
"1991-07";5218.849;5218.849;0;0;71969.902;-3890.7;476.086;4366.786;73298.051;;82299.679;0;1
"1990-08";3549.101;3549.101;0;0;74244.785;-4263.767;367.066;4630.833;73530.119;;84859.409;0;1
"1989-04";6138.273;6138.273;0;0;80048.45;-3861.695;448.081;4309.776;82325.028;;;234.175;1.41
"1988-09";4336.89;4336.89;0;0;71165.118;-3456.622;530.095;3986.717;72045.386;;;0;1
"1988-03";7414.127;7414.127;0;0;79076.631;-2420.436;704.127;3124.562;84070.323;;;298.589;1.167
"1988-02";7977.123;7977.123;0;0;74309.191;-2752.495;625.113;3377.608;79533.818;;;334.762;1.047
"1986-10";3625.044;3625.044;0;0;68045.06;-2688.484;509.092;3197.575;68981.621;;;104.443;0.839
"1985-12";3304.056;3304.056;0;0;74115.543;-2467.444;623.112;3090.556;74952.154;;;341.453;0.968
"1985-06";7278.441;7278.441;0;0;40949.698;-1351.243;365.066;1716.309;46876.896;;;0;1
"1983-09";4683.193;4683.193;0;0;37681.491;-1476.266;365.066;1841.331;40888.418;;;0;1
"1983-02";6753.923;6753.923;0;0;33146.939;-14.003;1075.194;1089.196;39886.86;;;394.079;1.233
"1982-07";5356.56;5356.56;0;0;25197.237;-559.101;562.101;1121.202;29994.697;;;0;1
"1981-09";4646.74;4646.74;0;0;25554.946;-118.021;996.179;1114.201;30083.665;;;0;1
"1980-05";;;;;;;;;;;;129.032;1.645
"2021-05";12012.751;6429.411;3961.3;1622.041;87953.999;-5919.64;1213.582;7133.223;94047.11;94083.194;102540.671;116.452;1.485
"2020-10";10410.188;5281.027;4320.814;808.347;90211.446;-2838.676;1858.294;4696.97;97782.959;97187.869;103135.12;131.438;1.055
"2017-07";6618.307;3939.341;1619.103;1059.862;90039.041;-4580.895;1365.907;5946.802;92076.452;92428.384;103353.099;0;1
"2017-03";9501.756;6308.38;2514.855;678.52;108798.419;-6375.781;837.279;7213.06;111924.393;114787.896;104389.471;192.829;0.754
"2014-08";6927.682;5334.119;933.67;659.893;99057.198;-7797.753;181.583;7979.336;98187.127;98570.648;113071.556;0;1
"2014-04";7455.32;5905.107;1006.282;543.931;99323.913;-4020.754;655.828;4676.582;102758.479;104909.403;111053.239;126.308;0.76
"2013-04";9097.215;7247.376;1430.078;419.761;100186.098;-3292.172;1061.481;4353.654;105991.14;104663.797;110725.909;194.076;1.168
"2011-09";4288.458;3238.139;821.148;229.171;100278.478;-4265.768;487.088;4752.855;100301.169;;112677.848;0;1
"2010-08";5070.815;4402.695;668.12;0;103451.927;-5908.063;481.087;6389.15;102614.679;;113600.542;0;1
"2009-02";6302.488;5808.399;494.089;0;117351.395;-3328.599;982.177;4310.776;120325.284;;111904.909;342.672;1.072
"2007-01";5897.263;5470.186;427.077;0;129735.439;-4837.871;841.151;5679.022;130794.831;;110731.955;298.495;0.805
"2006-10";5334.152;5097.109;237.043;0;113681.039;-7320.317;227.041;7547.358;111694.873;;113564.956;52.587;0.422
"2006-03";6907.886;6711.851;196.035;0;112414.144;-2590.466;1427.257;4017.723;116731.564;;108640.348;299.017;1.169
"2006-02";4803.969;4666.944;137.025;0;111416.995;-955.172;1824.328;2779.5;115265.792;;108790.164;371.281;1.161
"2005-09";3937.25;3882.24;55.01;0;106446.405;-5734.032;359.065;6093.097;104649.623;;113993.032;0;1
"2005-01";5076.835;4974.817;102.018;0;134618.135;-4865.876;730.131;5596.007;134829.094;;114738.062;367.051;0.989
"2001-04";8695.044;8695.044;0;0;100418.973;-5582.005;238.043;5820.047;103532.012;;103702.392;208.677;1.256
"1996-06";6250.67;6250.67;0;0;83485.104;-5385.969;276.05;5662.019;84349.805;;97868.518;0;1
"1994-11";7241.988;7241.988;0;0;96187.166;-5983.077;275.05;6258.126;97446.078;;94434.864;175.026;0.689
"1993-04";4906.973;4906.973;0;0;92794.194;-5375.968;240.043;5616.011;92325.2;;94034.112;156.559;0.943
"1987-09";4626.488;4626.488;0;0;60724.275;-2125.383;806.145;2931.528;63225.381;;;0;1
"1987-06";6515.967;6515.967;0;0;59626.829;-3072.553;481.087;3553.64;63070.243;;;0;1
"1987-02";5076.075;5076.075;0;0;76830.814;-2401.432;767.138;3168.57;79505.457;;;358.649;1.122
"1986-02";5188.471;5188.471;0;0;69560.505;-1382.249;931.168;2313.416;73366.727;;;492.724;1.541
"1984-08";3838.699;3838.699;0;0;39682.92;-1768.318;411.074;2179.392;41753.301;;;0;1
"1982-04";5139.867;5139.867;0;0;30603.738;-665.12;538.097;1203.217;35078.485;;;211.882;1.276
"1981-08";4854.319;4854.319;0;0;23132.434;-187.034;816.147;1003.181;27799.719;;;0;1
"1981-06";6899.735;6899.735;0;0;25080.698;-670.121;655.118;1325.239;31310.313;;;0;1
"1980-10";;;;;;;;;;;;179.046;1.438
"1980-07";;;;;;;;;;;;0;1
