"Période";"1. Production de combustibles minéraux solides (en GWh)";"2. Solde importateur (importations - exportations) de combustibles minéraux solides (en GWh)";"2.1 Importations de combustibles minéraux solides (en GWh)";"2.2 Exportation de combustibles minéraux solides (en GWh)";"3. Variation de stocks de combustibles minéraux solides (en GWh)";"4. Consommation réelle de combustibles minéraux solides (en GWh)";"5. Consommation de combustibles minéraux solides CVC-CJO (en GWh)";"6. Consommation de combustibles minéraux solides CVS-CVC-CJO (en GWh)";"7. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"8. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"2006-07";80.073;10610.433;11082.506;472.073;-1138.821;11306.918;;12670.396;0;1
"2006-06";146.015;9670.333;10173.994;503.66;1537.416;10903.089;;12338.224;0;1
"2005-05";273.189;11944.475;12631.401;686.926;5395.541;11827.83;;13485.773;84.077;1.072
"2004-01";564.706;14690.795;15403.342;712.547;-1128.459;13038.694;;11446.466;366.599;0.988
"2001-06";1514.784;11157.147;11487.905;330.757;-1240.63;11560.833;;13763.878;0;1
"1999-06";3309.363;10574.88;10920.593;345.713;1315.551;11694.855;;13884.049;0;1
"1998-11";3344.904;10716.475;11063.852;347.376;-3868.801;17626.98;;15795.673;345.189;1.358
"1997-12";2473.666;8837.358;9214.623;377.266;-5987.089;17298.113;;14197.543;332.154;0.941
"1997-06";4799.445;6863.293;7228.906;365.612;2074.699;9588.039;;12994.906;0;1
"1995-03";6742.527;7720.971;8462.081;741.11;-701.149;15164.648;;12329.576;299.294;1.17
"1991-09";8042.899;15384.195;16130.958;746.762;;;;;0;1
"2016-12";0;10668.934;10851.21;182.276;7.321;9699.731;9276.527;8512.539;373.202;1.058
"2016-04";0;4997.278;5074.356;77.077;-2073.514;6586.462;6530.417;7157.447;191.505;1.153
"2014-03";174.276;13559.44;13782.666;223.226;-1601.998;9084.9;10022.985;9043.13;228.332;0.893
"2013-05";141.305;13181.814;13363.463;181.649;2388.942;7664.008;7693.017;9276.448;140.301;1.789
"2009-09";14.13;9734.88;10270.127;535.247;-3157.661;11420.579;;11425.768;0;1
"2004-12";310.87;13551.136;14074.161;523.024;4.594;13135.296;;11674.101;392.699;1.113
"2000-12";1625.517;11232.905;11727.122;494.217;-3038.014;14961.438;;13130.563;279.898;0.793
"1999-03";3389.436;12251.251;12535.465;284.214;4861.747;16111.679;;15601.766;243.719;0.953
"1995-12";4206.315;8161.911;8508.113;346.202;-146.189;12514.415;;12341.297;393.291;1.115
"1993-05";6015.334;10586.195;11214.257;628.062;;;;;71.011;0.905
"2017-01";0;11317.554;11436.187;118.633;-1426.937;11825.576;10123.015;8787.67;452.737;1.22
"2016-11";0;8569.923;8646.82;76.896;-433.332;9789.51;9781.476;8657.942;256.744;1.01
"2014-08";103.623;7703.642;7746.836;43.194;1384.214;6473.175;6702.946;8096.495;0;1
"2014-05";103.623;5519.342;5591.332;71.99;-11.537;7012.623;7036.212;8642.637;86.091;1.097
"2014-04";136.594;7483.603;7851.308;367.706;-909.268;8255.947;8195.627;8609.336;126.308;0.76
"2011-09";18.841;10991.85;11088.786;96.936;846.617;8157.246;;8320.823;0;1
"2011-08";42.391;9750.592;9931.183;180.591;2676.551;6902.297;;8863.067;0;1
"2011-05";28.261;12032.572;12090.164;57.592;1837.61;9395.286;;10468.702;45.445;0.579
"2009-06";0;7717.994;8359.609;641.615;-118.045;7635.226;;9052.024;0;1
"2008-03";103.623;9936.184;10637.065;700.882;827.184;12900.52;;11972.994;282.251;1.104
"2008-02";117.754;11976.783;12593.953;617.169;-108.822;12758.057;;12246.505;283.622;0.887
"2005-06";226.087;10114.983;10967.485;852.502;2082.049;10952.798;;12311.543;0;1
"2004-03";754.717;11705.083;12399.825;694.741;-4223.248;14588.733;;11775.899;296.857;1.161
"2003-12";638.196;11847.679;12134.137;286.459;554.484;13356.791;;12240.721;352.74;1
"2003-08";946.252;10670.141;10907.207;237.066;789.596;12063.125;;14398.965;0;1
"2003-07";914.083;8688.517;8988.815;300.298;-2497.24;11078.332;;12288.782;0;1
"1999-08";2004.768;10501.169;10737.735;236.566;330.571;10337.167;;13611.765;0;1
"1998-09";3607.01;9130.097;9565.024;434.927;2005.768;13333.761;;14881.201;0;1
"1997-04";4483.842;9873.998;10222.444;348.446;5376.828;8981.012;;12371.382;185.552;1.117
"1996-08";2668.038;8906.37;9278.077;371.706;5011.181;6563.228;;11094.5;0;1
"1995-06";5291.01;10377.088;10951.494;574.406;-348.947;16017.045;;16035.293;0;1
"1995-01";5869.335;5978.564;6456.022;477.458;-633.509;12481.409;;12748.348;363.155;0.979
"1992-11";7396.233;12075.952;12594.428;518.476;;;;;220.729;0.868
"1991-06";6850.61;11129.066;11763.814;634.748;;;;;0;1
"2016-10";0;7827.826;8036.458;208.632;-1827.933;9385.873;9221.723;8225.171;155.904;1.252
"2014-09";122.464;11315.222;11387.77;72.548;1948.083;8006.403;7913.989;8086.491;0;1
"2010-10";160.145;9044.581;9073.935;29.354;-476.167;11375.407;;9558.112;157.625;1.266
"2010-04";84.783;12316.786;12361.655;44.869;1701.481;10884.946;;10779.844;158.138;0.952
"2008-09";141.305;14793.476;15575.222;781.745;131.78;12053.462;;12144.564;0;1
"2007-11";141.305;10284.595;10885.192;600.596;-6765.183;14306.817;;12747.077;297.441;1.17
"2007-03";160.145;11999.066;12763.623;764.556;-31.773;13602.045;;12686.776;264.952;1.036
"2007-01";169.565;11024.333;11606.065;581.733;-3030.092;13295.251;;12753.558;298.495;0.805
"2006-11";141.305;11614.579;12535.837;921.259;218.435;12401.518;;11931.555;205.914;0.81
"2006-09";141.305;11946.557;12387.601;441.044;290.959;11473.994;;11831.695;0;1
"2006-08";84.783;10881.319;11449.154;567.835;2039.181;9739.767;;12214.006;0;1
"2002-11";984.119;12179.971;12794.872;614.901;3374.107;10872.184;;9614.541;209.229;0.823
"2000-07";1019.928;8828.659;9238.116;409.457;369.276;12565.266;;14188.977;0;1
"1999-02";3301.629;10215.594;10508.682;293.088;-2545.144;17630.461;;14930.811;336.904;1.054
"1998-06";4386.987;9921.937;10232.214;310.277;2946.472;13728.449;;15680.979;0;1
"1996-01";6612.969;8239.808;8717.836;478.028;3297.547;11555.231;;12195.754;354.81;0.956
"1995-08";3458.483;9901.77;10255.183;353.412;838.918;12521.335;;15845.07;0;1
"1994-10";5907.556;6929.712;7526.843;597.131;;;;;135.113;1.085
"1993-11";5570.751;5567.799;6465.03;897.231;;;;;362.433;1.426
"1991-12";6385.819;14499.368;15104.245;604.877;;;;;410.254;1.163
"1991-04";8696.3;11685.33;12335.013;649.683;;;;;216.122;1.301
"1991-03";8177.621;10460.075;11214.305;754.23;;;;;210.812;0.824
"2016-07";0;7880.262;8090.26;209.998;433.569;6373.375;6590.385;7581.802;0;1
"2008-06";113.044;9481.823;10411.455;929.632;-3249.922;11832.992;;13124.688;0;1
"2006-05";131.884;14617.235;15127.536;510.301;2984.014;8996.423;;10826.47;69.934;0.892
"2004-08";310.87;9612.172;10170.133;557.961;294.006;10994.452;;13152.683;0;1
"2002-12";947.857;10833.81;11179.535;345.725;-51.521;12278.639;;11326.582;300.263;0.851
"2001-09";704.429;8722.081;9108.814;386.732;-2069.111;9345.723;;10218.235;0;1
"2001-08";367.363;9249.118;9541.101;291.983;5.624;8090.983;;10832.538;0;1
"2001-01";2165.767;14614.037;15138.166;524.129;2377.501;13781.239;;11742.789;343.191;0.925
"1999-09";4231.634;8800.444;9365.581;565.137;-1584.401;13507.096;;15052.198;0;1
"1998-12";2892.09;10482.212;10860.059;377.847;-885.404;17902.023;;15246.749;364.45;1.033
"1997-08";2792.91;8308.077;8588.929;280.853;2905.628;8195.359;;12680.717;0;1
"1997-05";3868.289;6942.063;7307.676;365.612;-90.063;10900.415;;12854.07;73.993;0.943
"1997-03";3803.685;12912.114;13221.217;309.102;6461.977;10253.822;;13045.923;206.567;0.808
"1996-11";5053.654;8912.592;9423.894;511.301;-2947.67;16913.916;;14329.505;283.921;1.117
"1996-03";4954.822;6151.084;6558.797;407.713;-2665.98;13771.885;;13633.903;312.457;1.222
"1994-09";5907.556;7811.762;8438.749;626.987;;;;;0;1
"1994-01";5894.084;7600.064;8286.765;686.7;;;;;342.6;0.924
"1992-07";4149.435;15662.793;16106.128;443.334;;;;;0;1
"1991-08";4519.92;17018.146;17540.88;522.734;;;;;0;1
"2017-07";0;8529.505;8588.656;59.152;-75.375;9219.516;9443.011;10145.797;0;1
"2016-09";0;8805.686;8965.328;159.642;-696.632;8781.085;8694.404;8898.625;0;1
"2017-04";0;10051.674;10193.307;141.634;318.255;8500.201;8755.608;9437.972;181.064;1.09
"2016-05";0;6909.743;7194.487;284.744;650.844;6587.646;6458.312;7767.272;80.834;1.03
"2016-03";0;9949.349;10055.717;106.368;-516.271;8354.707;7262.749;6878.004;292.283;1.143
"2015-11";0;9748.394;9817.092;68.698;-264.71;8439.279;9184.316;7955.287;184.449;0.726
"2015-01";0;9891.92;9891.92;0;-1582.052;10840.01;10924.341;9286.942;369.813;0.997
"2014-10";155.435;8773.195;9056.246;283.051;-3476.637;9208.553;9696.176;8511.063;69.506;0.558
"2009-07";9.42;7757.001;8455.15;698.149;-604.888;8354.566;;9760.312;0;1
"2007-08";207.247;12384.985;13043.673;658.688;1807.709;10327.732;;12850.64;0;1
"2006-04";174.276;12773.055;13244.57;471.515;5932.242;10350.01;;10070.075;172.824;1.041
"2004-10";216.667;19992.226;20617.769;625.543;8009;12121.689;;12266.062;106.239;0.853
"2004-09";306.16;13656.446;14207.208;550.762;-2407.457;12792.024;;13035.665;0;1
"2002-05";1332.647;13582.968;13836.711;253.743;5213.682;11387.004;;13290.842;95.536;1.218
"2000-05";2204.653;12723.057;13430.58;707.523;8129.847;9843.19;;12446.616;50.96;0.65
"1998-10";3685.477;8871.399;9264.202;392.803;6177.67;15857.956;;15565.96;142.192;1.142
"1996-02";5654.273;4831.218;5317.55;486.332;-3219.231;13704.722;;12970.359;388.753;1.216
"1995-05";4914.012;7963.573;8475.921;512.348;655.188;12222.397;;14703.951;89.811;1.145
"1993-09";5840.195;7525.358;8332.866;807.508;;;;;0;1
"1992-01";8831.022;12541.586;13165.26;623.674;;;;;434.357;1.171
"2016-06";0;6493.676;6865.395;371.72;-1230.3;6425.861;6273.461;7710.332;0;1
"2014-11";80.073;9940.952;10005.743;64.791;37.891;8932.278;9804.148;8580.403;188.089;0.74
"2014-07";103.623;7770.27;7827.862;57.592;1372.259;7136.645;7044.025;8533.322;0;1
"2012-01";84.783;10341.547;10677.166;335.619;6316.695;7779.205;;6693.703;338.038;0.911
"2010-05";71.594;12017.814;12087.629;69.815;-180.444;9748.183;;11406.04;123.951;1.58
"2010-02";98.913;13216.192;13565.255;349.063;-0.344;11035.633;;9642.627;349.36;1.093
"2009-12";211.957;13412.926;13749.719;336.793;2111.694;12528.813;;11026.648;379.273;1.075
"2009-11";98.913;11565.36;11919.285;353.924;-1887.572;11700.025;;11289.721;192.601;0.758
"2007-12";362.682;14513.135;14907.636;394.501;1063.11;15259.138;;13673.639;388.094;1.1
"2006-01";301.45;14770.705;15108.673;337.968;-1951.247;16054.939;;12976.665;425.11;1.146
"2005-09";230.797;12035.212;12467.942;432.729;185.522;12493.618;;12744.979;0;1
"2004-05";282.609;12920.407;13470.052;549.645;1744.384;11947.15;;13383.633;102.921;1.312
"2004-04";401.968;10708.439;11583.213;874.774;-1352.953;12627.257;;12104.675;175.608;1.057
"2003-05";1228.081;12665.175;13008.108;342.934;354.948;11020.054;;12568.228;73.531;0.937
"2003-02";1678.244;13417.357;13719.33;301.973;-4418.516;14554.248;;11894.613;360.232;1.127
"2002-08";765.929;10302.017;10431.656;129.64;827.521;9140.393;;11684.578;0;1
"2000-09";2207.156;10851.72;11347.03;495.31;-706.188;12615.044;;13923.52;0;1
"1999-12";3094.813;9156.846;9611.16;454.314;-3469.369;19278.979;;16465.215;351.902;0.997
"1998-05";3062.563;8727.199;9044.674;317.476;-553.018;13794.871;;16604.027;59.562;0.759
"1998-04";3583.459;9494.534;9882.383;387.849;-4380.474;18626.613;;18722.664;199.318;1.2
"1998-03";4310.636;9360.382;9737.136;376.754;-6261.383;19117.532;;18568.777;248.061;0.97
"1994-03";6177;5679.219;6462.953;783.734;;;;;208.649;0.816
"1993-06";7429.914;7199.572;8007.081;807.508;;;;;0;1
"1992-06";6466.652;14241.072;14827.175;586.103;;;;;0;1
"1991-11";6534.013;15196.443;15935.738;739.295;;;;;289.47;1.139
"2017-09";0;9553.252;9564.979;11.727;-759.661;8954.208;9021.743;9301.455;0;1
"2017-06";0;4901.727;4952.006;50.279;-1933.599;7343.429;7343.646;8565.618;0;1
"2015-07";0;7380.293;7812.232;431.938;-298.717;7454.586;7365.568;8610.734;0;1
"2015-05";0;9916.285;10067.463;151.178;1504.026;6975.116;7310.668;8765.588;74.613;0.951
"2015-04";0;9599.995;9599.995;0;1345.114;7866.784;7808.55;8329.805;141.988;0.855
"2015-02";0;9089.799;9132.992;43.194;-2745.715;10805.322;10253.715;9215.235;351.239;1.099
"2014-01";136.594;12224.979;12332.964;107.985;3724.605;9106.101;10444.833;8695.688;298.853;0.806
"2012-06";103.623;7958.421;8085.827;127.407;-2325.86;8424.555;;10184.675;0;1
"2012-03";108.333;7047.338;7214.089;166.751;-1703.074;10225.482;;10427.828;207.953;0.813
"2008-01";235.508;13585.829;14251.274;665.445;624.81;14481.017;;13529.009;317.75;0.857
"2007-06";211.957;12020.233;12907.23;886.997;1495.048;10852.75;;12199.664;0;1
"2005-11";226.087;12422.143;12808.887;386.744;-5931.498;14948.3;;13839.097;296.157;1.165
"2004-07";277.899;9953.617;10534.849;581.233;994.446;11377.453;;12423.265;0;1
"2000-06";1889.317;6880.703;7434.198;553.495;-213.69;11231.427;;13447.432;0;1
"1999-07";1118.306;8591.697;8863.2;271.502;-980.607;11937.017;;13518.094;0;1
"1997-11";4311.171;10478.595;10876.888;398.293;-1824.852;16614.618;;14417.839;235.509;0.927
"1997-10";5581.83;7273.262;7818.919;545.656;-3072.611;15927.704;;16705.703;144.53;1.161
"1994-06";6406.027;7748.44;8315.714;567.274;;;;;0;1
"1993-10";5860.404;5198.101;6110.286;912.185;;;;;188.738;1.516
"1992-08";4277.421;12406.028;12984.617;578.589;;;;;0;1
"1991-10";7733.038;19724.666;20628.248;903.582;;;;;171.849;1.38
"1990-09";7605.052;8887.089;9593.64;706.552;;;;;0;1
"1990-10";8453.8;10529.642;11228.756;699.114;;;;;96.818;0.777
"1990-07";5227.21;10818.283;11279.401;461.118;;;;;0;1
"1989-08";5604.432;11669.009;12219.032;550.022;;;;;0;1
"1988-11";8393.176;6921.249;8712.142;1790.893;;;;;310.682;1.222
"1988-01";9767.339;8182.039;9221.199;1039.16;;;;;298.087;0.804
"1985-07";9282.34;13162.472;13959.89;797.418;;;;;0;1
"1984-09";11592.821;13523.6;14746.297;1222.697;;;;;0;1
"1980-12";;;;;;;;;423.706;1.201
"1988-03";10575.671;7897.738;8988.487;1090.75;;;;;298.589;1.167
"1988-02";8945.535;6889.534;7781.296;891.762;;;;;334.762;1.047
"1985-01";12569.555;15756.268;16993.384;1237.116;;;;;558.146;1.505
"1983-12";13357.678;9927.936;11197.736;1269.801;;;;;378.676;1.073
"1983-01";13640.594;15210.706;15762.465;551.759;;;;;340.665;0.918
"1981-08";6560.958;19262.082;20319.936;1057.854;;;;;0;1
"1980-07";;;;;;;;;0;1
"1980-06";;;;;;;;;0;1
"1991-02";8211.301;8904.247;9471.786;567.539;;;;;409.899;1.282
"1991-01";8851.23;11727.413;12190.406;462.993;;;;;391.33;1.055
"1987-11";8810.814;6870.375;7795.396;925.021;;;;;286.771;1.128
"1986-02";11067.406;9067.143;9841.599;774.456;;;;;492.724;1.541
"1985-09";10211.922;13295.529;14309.069;1013.541;;;;;0;1
"1985-06";10515.046;12688.024;13552.515;864.49;;;;;0;1
"1985-04";11936.362;11573.058;12519.526;946.468;;;;;181.957;1.095
"1984-11";12670.597;11177.257;12756.89;1579.633;;;;;204.416;0.804
"1982-02";12993.929;12467.875;13697.715;1229.84;;;;;312.655;0.978
"1981-11";14192.954;15407.955;16705.89;1297.935;;;;;280.073;1.102
"1990-08";5476.446;10016.967;10678.894;661.927;;;;;0;1
"1988-05";7153.734;5862.195;6901.355;1039.16;;;;;72.67;0.926
"1987-01";9632.617;10898.438;11838.26;939.821;;;;;563.627;1.519
"1986-03";10838.378;10053.74;11096.276;1042.536;;;;;319.462;1.249
"1986-01";12219.278;12071.025;12793.354;722.329;;;;;386.648;1.042
"1985-11";11040.461;10803.357;11995.758;1192.401;;;;;370.703;1.458
"1985-03";11855.529;13339.354;14345.442;1006.088;;;;;341.435;1.335
"1984-05";11417.683;9590.101;10607.75;1017.648;;;;;172.552;2.2
"1983-03";14947.397;13661.052;14492.469;831.417;;;;;289.94;1.134
"1990-03";9012.896;13469.287;14086.59;617.303;;;;;232.955;0.911
"1989-02";8837.758;9707.611;10659.001;951.39;;;;;303.151;0.948
"1990-12";6129.847;12783.781;13334.147;550.366;;;;;421.383;1.194
"1989-06";9080.257;9545.32;10303.459;758.139;;;;;0;1
"1989-11";8871.438;10983.414;11682.091;698.677;;;;;288.146;1.134
"1989-07";5153.113;6868.049;7618.755;750.706;;;;;0;1
"1987-06";10609.351;8581.321;9232.536;651.215;;;;;0;1
"1985-10";11559.141;9743.228;10853.651;1110.423;;;;;151.161;1.214
"1982-11";13182.54;15725.625;16678.002;952.376;;;;;237.709;0.935
"1981-04";14192.954;19467.349;20240.108;772.759;;;;;183.518;1.105
"1981-03";14886.772;20073.266;20958.563;885.297;;;;;205.789;0.805
"1980-02";;;;;;;;;286.527;0.896
"1984-07";8628.939;9506.98;10433.495;926.516;;;;;0;1
"1982-03";15863.506;13373.297;14633.133;1259.836;;;;;304.089;1.189
"1990-06";7274.984;9441.2;9991.567;550.366;;;;;0;1
"1987-05";9423.798;10551.012;11061.623;510.612;;;;;150.16;1.914
"1986-11";10420.741;12269.56;12887.636;618.075;;;;;251.901;0.991
"1984-08";8581.786;17417.289;18594.42;1177.13;;;;;0;1
"1980-11";;;;;;;;;328.812;1.294
"1980-08";;;;;;;;;0;1
"1989-12";7355.817;10011.646;10688.025;676.379;;;;;339.945;0.963
"1989-03";9154.354;7775.574;8503.982;728.408;;;;;209.531;0.819
"1988-12";8905.119;5645.829;7097.705;1451.876;;;;;325.026;0.921
"1987-12";8871.438;6844.321;7613.939;769.618;;;;;362.009;1.026
"1987-07";7146.998;6778.997;7548.614;769.618;;;;;0;1
"1984-01";13970.663;16777.936;17469.025;691.089;;;;;372.969;1.005
"1983-08";6500.333;8577.754;9492.313;914.559;;;;;0;1
"1983-04";12711.013;12016.725;12953.959;937.234;;;;;211.73;1.275
"1982-04";13539.553;15951.97;17076.823;1124.854;;;;;211.882;1.276
"1980-09";;;;;;;;;0;1
"1986-09";10407.268;8657.703;9558.753;901.049;;;;;0;1
"1984-03";13357.678;15071.276;15937.037;865.76;;;;;339.404;1.327
"1982-07";7638.733;15643.564;16445.96;802.396;;;;;0;1
"1989-01";9821.228;8452.676;9084.458;631.782;;;;;384.477;1.036
"1989-10";8386.44;12883.414;13626.687;743.273;;;;;96.957;0.779
"1990-04";7887.968;13758.688;14375.991;617.303;;;;;213.678;1.286
"1988-08";5287.835;7179.685;8675.781;1496.096;;;;;0;1
"1987-03";11141.503;10781.716;11373.729;592.014;;;;;354.937;1.388
"1985-05";10245.602;13162.472;13959.89;797.418;;;;;113.163;1.443
"1984-10";14058.232;14623.293;16430.758;1807.465;;;;;136.61;1.097
"1984-04";12044.14;13960.988;14978.636;1017.648;;;;;205.174;1.235
"1982-09";13115.179;11878.718;12943.579;1064.861;;;;;0;1
"1982-08";7692.622;12815.308;13625.202;809.895;;;;;0;1
"1982-01";12717.749;11281.499;11986.407;704.908;;;;;367.239;0.99
"1981-12";13270.109;17525.562;18868.512;1342.95;;;;;379.855;1.077
"1981-09";14105.385;15168.225;16473.662;1305.437;;;;;0;1
"1981-06";12966.985;17203.163;18418.571;1215.407;;;;;0;1
"1981-02";14421.982;17058.23;17823.487;765.256;;;;;386.52;1.209
"1980-05";;;;;;;;;129.032;1.645
"1989-09";8036.163;10553.906;11616.787;1062.881;;;;;0;1
"1989-05";8224.773;12194.452;12922.859;728.408;;;;;48.047;0.612
"1988-07";5227.21;8139.718;9628.444;1488.726;;;;;0;1
"1987-10";10407.268;9727.606;11163.239;1435.633;;;;;123.469;0.991
"1987-08";6601.374;6715.539;7766.363;1050.824;;;;;0;1
"1986-05";9895.325;11983.867;12989.17;1005.303;;;;;85.399;1.089
"1983-05";11875.737;13805.29;14659.382;854.092;;;;;141.422;1.803
"1990-01";9854.908;14700.86;15258.664;557.804;;;;;362.584;0.977
"1986-06";10939.42;11328.165;12169.641;841.476;;;;;0;1
"1985-08";6534.013;10050.895;11071.888;1020.993;;;;;0;1
"1984-02";12226.014;13205.382;13904.066;698.684;;;;;373.695;1.169
"1983-09";12879.416;8291.112;9296.371;1005.259;;;;;0;1
"1982-12";13108.443;16348.427;17105.828;757.401;;;;;358.792;1.017
"1981-01";15398.715;15256.256;16089.035;832.779;;;;;407.494;1.098
"1980-03";;;;;;;;;314.744;1.231
"1988-09";9753.867;7010.372;8661.237;1650.865;;;;;0;1
"1988-04";8453.8;7367.841;8384.892;1017.05;;;;;176.234;1.061
"1987-02";10319.699;5634.458;6285.673;651.215;;;;;358.649;1.122
"1984-12";9713.45;11714.542;13294.175;1579.633;;;;;375.087;1.063
"1984-06";11202.128;12494.848;13831.46;1336.613;;;;;0;1
"1983-02";12872.679;11544.957;12119.39;574.434;;;;;394.079;1.233
"1981-10";14603.856;12964.515;14194.927;1230.412;;;;;161.739;1.299
"1990-11";8063.107;9002.04;9738.341;736.301;;;;;275.337;1.083
"1988-06";7746.51;4807.568;6406.843;1599.275;;;;;0;1
"1990-02";7935.121;16576.957;17052.949;475.993;;;;;204.51;0.64
"1987-09";9363.173;6925.745;7991.37;1065.624;;;;;0;1
"1985-02";11357.058;8117.064;9696.995;1579.931;;;;;358.708;1.122
"1983-07";7551.164;10768.774;11517.049;748.275;;;;;0;1
"1980-10";;;;;;;;;179.046;1.438
"1980-04";;;;;;;;;231.595;1.394
"1990-05";8231.509;12802.248;13471.613;669.365;;;;;38.771;0.494
"1987-04";10211.922;7140.47;7606.681;466.211;;;;;149.017;0.897
"1986-08";6944.915;8334.061;9130.857;796.796;;;;;0;1
"1986-04";12987.193;15551.821;16289.043;737.222;;;;;273.481;1.647
"1983-11";11855.529;13618.167;14797.268;1179.101;;;;;271.731;1.069
"1983-10";12428.097;8249.432;9572.141;1322.709;;;;;156.911;1.26
"1982-06";12596.5;13013.953;14176.301;1162.349;;;;;0;1
"1981-07";8891.647;16020.112;17017.946;997.834;;;;;0;1
"1981-05";13108.443;20728.511;21771.36;1042.849;;;;;113.134;1.442
"1980-01";;;;;;;;;449.268;1.211
"1989-04";8905.119;8929.978;9628.655;698.677;;;;;234.175;1.41
"1988-10";7544.428;8730.235;10108.412;1378.177;;;;;113.799;0.914
"1986-12";9450.743;7604.603;8006.725;402.121;;;;;351.302;0.996
"1986-10";12333.792;10294.559;11001.994;707.435;;;;;104.443;0.839
"1986-07";7005.54;8598.064;9283.159;685.095;;;;;0;1
"1985-12";10488.101;10442.12;11530.186;1088.066;;;;;341.453;0.968
"1983-06";12556.083;10021.648;11125.165;1103.517;;;;;0;1
"1982-10";12583.027;13793.806;14836.17;1042.364;;;;;154.881;1.244
"1982-05";11956.57;15532.137;16634.494;1102.357;;;;;98.191;1.252
