"Période";"1. Importations toutes énergies (en millions d'euros CAF)";"1.1 Importations de combustibles minéraux solides (en millions d'euros CAF)";"1.2 Importations de produits pétroliers (en millions d'euros CAF)";"1.2.1 Importations de pétrole brut (en millions d'euros CAF)";"1.2.2 Importations de produits pétroliers raffinés (en millions d'euros CAF)";"1.3 Importations de gaz (en millions d'euros CAF)";"1.4 Importations d'électricité (en millions d'euros CAF)";"2. Exportations toutes énergies (en millions d'euros FAB)";"2.1 Exportations de combustibles minéraux solides (en millions d'euros FAB)";"2.2 Exportations de produits pétroliers (en millions d'euros FAB)";"2.2.1 Exportations de pétrole brut (en millions d'euros FAB)";"2.2.2 Exportations de produits pétroliers raffinés (en millions d'euros FAB)";"2.3 Exportations de gaz (en millions d'euros FAB)";"2.4 Exportations d'électricité (en millions d'euros FAB)";"3. Facture énergétique totale (en millions d'euros CAF-FAB)";"3.1 Solde importateur (importations - exportations) de combustibles minéraux solides  (en millions d'euros CAF-FAB)";"3.2 Solde importateur (importations - exportations) de produits pétroliers (en millions d'euros CAF-FAB)";"3.2.1 Solde importateur (importations - exportations) de pétrole brut (en millions d'euros CAF-FAB)";"3.2.2 Solde importateur (importations - exportations) de produits pétroliers raffinés (en millions d'euros CAF-FAB)";"3.3 Solde importateur (importations - exportations) de gaz (en millions d'euros CAF-FAB)";"3.4 Solde importateur (importations - exportations) d'électricité (en millions d'euros CAF-FAB)";"3.5 Solde importateur (valeurs CAF - FAB) en biocarburants (en millions d'euros)";"3.6 Solde importateur (valeurs CAF - FAB) en bois-énergie (en millions d'euros)"
"2004-02";2370.042;77.249;1699.732;1309.795;389.937;577.118;15.943;634.371;9.816;394.42;0;394.42;56.18;173.955;1735.671;67.433;1305.312;1309.795;-4.483;520.938;-158.012;;
"2003-10";2573.207;81.124;1951.51;1398.381;553.129;520.342;20.231;614.151;7.238;429.464;5.25;424.214;24.148;153.301;1959.056;73.886;1522.046;1393.131;128.915;496.194;-133.07;;
"2002-08";2367.267;81.268;1902.783;1301.576;601.207;381.067;2.149;567.843;2.755;341.196;0.005;341.191;14.889;209.003;1799.424;78.513;1561.587;1301.571;260.016;366.178;-206.854;;
"1999-03";1134.539;74.998;840.734;535.707;305.027;205.838;12.969;466.284;4.012;211.682;0.007;211.675;3.1;247.49;668.255;70.986;629.052;535.7;93.352;202.738;-234.521;;
"1999-02";996.301;65.281;697.1;469.325;227.775;219.685;14.235;381.967;4.106;150.652;0;150.652;3.673;223.536;614.334;61.175;546.448;469.325;77.123;216.012;-209.301;;
"1997-08";1597.31;67.482;1248.315;904.267;344.048;272.483;9.029;452.772;3.854;243.344;0;243.344;5.829;199.744;1144.538;63.628;1004.97;904.267;100.703;266.654;-190.715;;
"1996-11";1803.315;60.99;1449.544;1072.387;377.157;285.194;7.588;494.95;7.035;227.707;0;227.707;3.596;256.612;1308.366;53.954;1221.837;1072.387;149.45;281.598;-249.024;;
"1995-09";1150.984;54.735;900.99;586.234;314.757;189.488;5.771;423.409;7.429;178.193;0.002;178.192;3.142;234.645;727.575;47.306;722.797;586.232;136.565;186.346;-228.874;;
"1995-06";1224.533;72.605;936.298;652.492;283.805;207.886;7.744;410.605;9.241;179.086;0;179.086;9.935;212.343;813.928;63.364;757.212;652.492;104.719;197.952;-204.599;;
"1994-08";1289.478;56.063;1060.775;623.635;437.14;164.055;8.584;363.961;7.529;164.364;4.119;160.245;1.953;190.116;925.516;48.535;896.412;619.516;276.895;162.103;-181.533;;
"1991-11";1741.578;110.373;1355.272;854.324;500.947;263.737;12.196;391.794;12.958;205.044;0.915;204.129;1.372;172.42;1349.784;97.415;1150.228;853.41;296.818;262.365;-160.224;;
"2017-06";3633.575;94.454;2812.799;1572.779;1240.019;681.537;44.785;898.395;0.709;606.587;0.075;606.512;142.048;149.051;2735.179;93.744;2206.212;1572.705;633.508;539.489;-104.266;;
"2016-04";3125.127;55.878;2368.409;1256.259;1112.15;659.556;41.284;754.464;1.347;579.717;0.062;579.656;39.378;134.021;2370.664;54.532;1788.692;1256.197;532.494;620.178;-92.737;;
"2014-04";6314.919;116.176;4963.839;2618.203;2345.636;1210.896;24.009;1153.613;4.089;887.382;0.219;887.164;106.146;155.995;5161.306;112.086;4076.457;2617.984;1458.473;1104.75;-131.986;;
"2013-12";7187.239;184.978;5264.071;2712.13;2551.941;1630.988;107.202;1488.002;0.933;989.386;0.212;989.174;283.94;213.743;5699.237;184.045;4274.685;2711.919;1562.767;1347.048;-106.541;;
"2013-09";6787.284;156.479;5455.92;3029.552;2426.369;1153.557;21.328;1267.181;1.394;913.995;0.241;913.754;131.423;220.369;5520.103;155.085;4541.925;3029.31;1512.615;1022.134;-199.041;;
"2012-09";6281.436;185.143;5044.653;2472.544;2572.109;1021.67;29.97;1355.218;1.306;1008.735;0.23;1008.505;134.307;210.87;4926.219;183.836;4035.919;2472.314;1563.604;887.363;-180.899;;
"2010-10";3853.402;141.458;2579.055;874.379;1704.676;959.9;172.989;737.019;0.492;520.99;0.479;520.511;53.706;161.831;3116.384;140.966;2058.065;873.9;1184.165;906.194;11.159;;
"2010-08";5314.857;193.715;4315.268;2689.963;1625.305;784.862;21.012;1224.623;1.933;988.097;31.453;956.644;3.234;231.359;4090.234;191.782;3327.171;2658.51;668.661;781.628;-210.347;;
"2010-07";5415.876;247.028;4112.078;2644.25;1467.828;1017.71;39.06;1217.25;0.714;901.198;0.301;900.897;80.389;234.949;4198.626;246.314;3210.88;2643.949;566.931;937.321;-195.889;;
"2009-02";4114.235;212.049;2602.147;1472.028;1130.119;1249.654;50.385;1119.84;17.159;683.036;0.423;682.613;207.806;211.839;2994.394;194.89;1919.111;1471.605;447.506;1041.848;-161.455;;
"2008-05";6319.402;190.181;4989.973;3259.936;1730.037;1116.955;22.293;1992.83;18.473;1490.672;0.022;1490.65;152.367;331.318;4326.572;171.708;3499.301;3259.914;239.387;964.588;-309.025;;
"2004-08";3372.77;110.252;2772.578;2071.772;700.806;477.335;12.605;691.552;14.598;459.254;0.002;459.252;26.985;190.715;2681.218;95.654;2313.324;2071.77;241.554;450.35;-178.11;;
"2003-01";2830.69;90.416;2326.002;1665.31;660.692;404.385;9.887;707.996;4.745;464.12;0.004;464.116;22.369;216.762;2122.695;85.671;1861.882;1665.306;196.576;382.016;-206.874;;
"2000-08";2815.146;90.237;2309.522;1768.729;540.793;407.542;7.845;762.881;7.737;497.47;2.003;495.467;10.269;247.405;2052.264;82.5;1812.052;1766.726;45.326;397.273;-239.561;;
"2000-05";2546.834;97.695;2061.046;1503.12;557.926;382.132;5.961;698.651;10.204;446.141;0.025;446.116;6.216;236.09;1848.183;87.491;1614.905;1503.095;111.81;375.916;-230.129;;
"1999-11";1919.735;66.909;1572.758;1109.092;463.666;267.086;12.982;554.334;7.526;326.12;0.003;326.117;3.678;217.01;1365.402;59.383;1246.638;1109.089;137.549;263.408;-204.027;;
"1999-09";1664.297;62.58;1358.331;993.754;364.577;232.266;11.12;605.055;8.103;353.481;6.447;347.034;5.011;238.461;1059.242;54.477;1004.85;987.307;17.543;227.255;-227.341;;
"1996-05";1383.674;128.999;1030.615;722.907;307.708;220.423;3.637;446.205;5.798;210.142;0;210.141;11.376;218.889;937.47;123.201;820.473;722.906;97.567;209.047;-215.252;;
"1994-02";1181.829;62.627;862.013;559.239;302.774;244.443;12.746;394.433;10.275;160.045;0.027;160.018;10.401;213.712;787.396;52.352;701.968;559.212;142.756;234.042;-200.965;;
"1992-04";1305.757;86.055;969.312;644.124;325.188;239.583;10.807;364.672;9.962;161.038;0;161.038;3.294;190.377;941.085;76.092;808.274;644.124;164.15;236.289;-179.57;;
"1992-01";1405.834;85.905;1063.286;694.268;369.017;240.561;16.083;375.149;11.426;191.255;0;191.255;1.17;171.299;1030.685;74.479;872.031;694.268;177.763;239.391;-155.216;;
"2017-08";3906.09;168.507;3054.492;1752.451;1302.041;647.789;35.302;896.086;0.219;623.409;0.12;623.288;92.445;180.014;3010.004;168.288;2431.083;1752.331;678.752;555.345;-144.712;;
"2017-09";3779.236;156.257;3004.251;1553.634;1450.616;586.431;32.298;1112.444;0.334;842.326;0.112;842.214;73.51;196.274;2666.792;155.923;2161.925;1553.523;608.402;512.921;-163.976;;
"2017-04";4014.055;175.834;2913.788;1569.719;1344.069;900.551;23.882;977.857;2.039;664.185;0.055;664.129;98.445;213.188;3036.198;173.795;2249.603;1569.664;679.939;802.106;-189.306;;
"2015-05";4565.982;132.945;3420.435;1786.632;1633.803;996.631;15.971;1015.58;1.538;744.978;0.126;744.853;93.406;175.659;3550.402;131.407;2675.457;1786.507;888.95;903.225;-159.687;;
"2015-03";5682.682;91.093;4391.327;2437.165;1954.162;1162.087;38.176;1287.703;1.494;918.055;0.116;917.939;142.954;225.2;4394.979;89.599;3473.272;2437.049;1036.223;1019.132;-187.024;;
"2012-10";7963.403;236.216;6208.08;3543.178;2664.902;1475.052;44.055;1684.589;0.76;1374.805;0.687;1374.118;97.932;211.093;6278.814;235.456;4833.275;3542.491;1290.784;1377.121;-167.038;;
"2010-11";6635.088;230.019;5148.579;2607.44;2541.139;1156.365;100.125;1138.809;8.013;891.393;0.433;890.96;51.266;188.137;5496.279;222.006;4257.186;2607.007;1650.179;1105.099;-88.012;;
"2008-07";7971.7;292.135;6504.253;4817.037;1687.216;1118.868;56.444;2025.642;29.4;1532.755;0.013;1532.742;113.929;349.558;5946.058;262.735;4971.498;4817.024;154.474;1004.939;-293.114;;
"2008-06";7554.317;199.814;6187.955;4330.744;1857.211;1122.481;44.067;1883.988;23.693;1348.56;0;1348.56;145.965;365.77;5670.329;176.121;4839.395;4330.744;508.651;976.516;-321.703;;
"2007-08";4967.522;144.349;4028.953;2713.836;1315.117;780.503;13.717;1208.171;15.45;885.343;0;885.343;104.911;202.467;3759.351;128.899;3143.61;2713.836;429.774;675.592;-188.75;;
"2007-01";4406.835;120.947;3263.957;2092.736;1171.221;989.51;32.421;1160.038;14.89;766.444;0.001;766.443;185.749;192.955;3246.798;106.057;2497.513;2092.735;404.778;803.761;-160.533;;
"2004-10";3928.535;201.418;3201.878;2185.467;1016.411;514.95;10.289;843.726;15.72;568.992;0.001;568.991;33.878;225.136;3084.809;185.698;2632.886;2185.466;447.42;481.072;-214.847;;
"2002-10";2494.705;90.234;2004.93;1388.424;616.506;397.876;1.665;660.538;6.223;407.393;0;407.393;13.351;233.571;1834.167;84.011;1597.537;1388.424;209.113;384.525;-231.906;;
"2002-03";2382.217;96.215;1792.23;1178.846;613.384;492.68;1.092;707.58;4.969;403.302;0.007;403.295;25.379;273.93;1674.637;91.246;1388.928;1178.839;210.089;467.301;-272.838;;
"2001-01";2790.623;86.75;2071.583;1537.009;534.574;622.757;9.533;714.414;8.541;458.774;0;458.774;7.657;239.442;2076.209;78.209;1612.809;1537.009;75.8;615.1;-229.909;;
"2000-12";3148.425;106.294;2403.047;1839.436;563.611;629.944;9.14;762.369;7.831;493.258;0.224;493.034;7.17;254.11;2386.056;98.463;1909.789;1839.212;70.577;622.774;-244.97;;
"2000-03";2630.93;95.147;2179.875;1535.746;644.129;347.998;7.91;717.613;8.637;433.255;10.622;422.633;11.356;264.365;1913.317;86.51;1746.62;1525.124;221.496;336.642;-256.455;;
"1999-04";1253.922;75.674;953.087;678.023;275.064;216.811;8.35;416.078;3.993;175.918;3.98;171.938;3.575;232.592;837.844;71.681;777.169;674.043;103.126;213.236;-224.242;;
"1997-12";1653.586;64.387;1240.108;897.487;342.621;335.803;13.288;495.38;5.257;239.227;0;239.227;10.089;240.807;1158.206;59.129;1000.881;897.487;103.394;325.714;-227.519;;
"1996-06";1336.21;70.14;1015.679;745.621;270.058;244.881;5.51;439.181;6.163;209.995;2.888;207.107;10.526;212.497;897.029;63.977;805.684;742.733;62.951;234.355;-206.987;;
"1994-07";1278.81;69.17;1000.607;597.752;402.855;201.307;7.726;365.868;5.57;155.208;0;155.208;1.944;203.147;912.942;63.601;845.399;597.752;247.647;199.364;-195.421;;
"1994-03";1136.684;58.881;856.003;572.174;283.829;212.72;9.08;453.319;11.901;213.041;0;213.041;3.8;224.577;683.365;46.98;642.962;572.174;70.788;208.919;-215.497;;
"1992-09";1299.192;83.861;987.643;575.362;412.281;218.576;9.112;314.24;11.947;140.03;0;140.03;11.807;150.455;984.951;71.914;847.613;575.362;272.25;206.768;-141.344;;
"1992-07";1374.152;99.921;1035.064;613.26;421.804;230.931;8.235;345.472;8.357;182.461;0.004;182.458;11.746;142.907;1028.681;91.565;852.603;613.257;239.346;219.185;-134.672;;
"1992-05";1343.294;87.269;1022.916;680.831;342.085;220.934;12.175;360.153;9.699;176.621;0.08;176.541;2.135;171.697;983.141;77.569;846.295;680.751;165.544;218.799;-159.522;;
"1991-04";1326.306;67.23;946.708;646.994;299.715;289.653;22.715;461.921;11.586;277.457;0;277.457;1.982;170.895;864.386;55.644;669.251;646.994;22.258;287.671;-148.18;;
"2017-07";3906.115;149.736;3016.789;1439.614;1577.174;688.409;51.181;948.575;0.358;620.887;0.107;620.78;124.068;203.263;2957.54;149.378;2395.902;1439.507;956.395;564.341;-152.081;;
"2016-02";2843.583;114.878;2057.306;1071.246;986.059;639.304;32.095;721.043;12.07;466.446;0.048;466.398;88.387;154.139;2122.54;102.808;1590.859;1071.198;519.661;550.917;-122.045;;
"2014-10";6166.498;110.134;4924.271;2898.072;2026.199;1100.46;31.633;1377.494;4.825;945.056;0.192;944.864;225.777;201.836;4789.004;105.309;3979.215;2897.879;1081.335;874.683;-170.202;;
"2012-11";7503.985;227.859;5880.793;3438.393;2442.4;1358.934;36.399;1563.877;0.242;1190.795;0.296;1190.499;138.471;234.37;5940.107;227.618;4689.999;3438.097;1251.901;1220.463;-197.972;;
"2012-02";7983.67;271.377;5761.818;3164.139;2597.679;1626.442;324.033;1818.037;3.755;1362.676;43.698;1318.978;275.705;175.9;6165.634;267.622;4399.141;3120.441;1278.701;1350.737;148.133;;
"2010-02";4514.591;157.454;3190.201;1804.435;1385.766;1050.751;116.185;1069.252;8.966;768.371;0.465;767.906;146.968;144.947;3445.339;148.488;2421.83;1803.97;617.86;903.783;-28.762;;
"2005-09";4475.055;144.589;3668.557;2394.931;1273.626;643.752;18.157;1242.009;11.966;865.374;0;865.374;98.882;265.787;3233.047;132.623;2803.183;2394.931;408.252;544.87;-247.629;;
"2005-07";4447.49;147.848;3568.031;2449.89;1118.141;698.161;33.45;1092.035;15.375;740.65;0;740.65;112.474;223.536;3355.455;132.473;2827.381;2449.89;377.491;585.687;-190.086;;
"2005-06";3621.09;118.221;2944.421;1874.128;1070.293;532.807;25.641;1170.892;16.661;792.125;0;792.125;96.129;265.977;2450.199;101.56;2152.296;1874.128;278.168;436.678;-240.335;;
"2003-02";2850.974;90.439;2150.968;1449.405;701.563;596.499;13.068;700.612;5.672;444.7;0.014;444.686;32.595;217.645;2150.362;84.767;1706.268;1449.391;256.877;563.904;-204.577;;
"2001-05";2860.754;84.913;2264.168;1722.622;541.546;504.849;6.824;716.72;7.636;489.304;0.019;489.285;7.982;211.798;2144.034;77.277;1774.864;1722.603;52.261;496.867;-204.974;;
"1998-05";1248.861;66.566;975.445;720.385;255.06;201.318;5.532;545.156;4.472;310.096;11.459;298.637;4.943;225.645;703.705;62.094;665.349;708.926;-43.577;196.375;-220.113;;
"1998-04";1358.484;72.487;1019.017;792.199;226.818;260.009;6.971;490.465;5.57;250.521;0.017;250.504;3.444;230.93;868.019;66.917;768.496;792.182;-23.686;256.565;-223.959;;
"1997-03";1592.589;92.418;1230.729;866.315;364.414;262.158;7.285;539.924;4.518;276.757;0.003;276.754;15.028;243.622;1052.665;87.9;953.972;866.312;87.66;247.13;-236.337;;
"1991-03";1542.174;85.829;1171.266;754.928;416.338;261.907;23.172;426.247;10.519;203.519;0.915;202.605;1.677;210.532;1115.927;75.31;967.746;754.013;213.734;260.23;-187.36;;
"2015-12";4126.961;111.736;3009.69;1564.051;1445.64;981.676;23.859;1108.987;2.604;641.428;0.689;640.739;211.493;253.462;3017.974;109.132;2368.263;1563.362;804.901;770.183;-229.603;;
"2017-03";4352.697;188.351;3319.26;1623.545;1695.715;813.311;31.775;1038.996;0.367;710.329;0.277;710.052;72.421;255.878;3313.701;187.984;2608.93;1623.267;985.663;740.89;-224.103;;
"2015-04";4806.073;133.484;3651.989;1895.282;1756.707;977.174;43.426;1044.785;0.733;792.961;0.114;792.847;49.63;201.461;3761.288;132.751;2859.028;1895.167;963.86;927.543;-158.035;;
"2015-02";3813.454;125.764;2580.625;1438;1142.625;1030.32;76.745;1025.795;0.456;594.532;0.114;594.419;206.98;223.826;2787.658;125.308;1986.093;1437.886;548.206;823.339;-147.081;;
"2013-06";5802.693;124.944;4417.747;2449.935;1967.812;1253.062;6.94;1165.068;2.058;919.731;0.207;919.524;102.904;140.374;4637.626;122.886;3498.016;2449.728;1048.289;1150.158;-133.434;;
"2011-12";7056.096;172.837;5362.05;3419.264;1942.786;1475.208;46.001;1669.411;9.101;1138.404;56.152;1082.252;262.36;259.546;5386.685;163.736;4223.646;3363.112;860.534;1212.848;-213.545;;
"2010-12";6069.249;204.268;4386.494;2402.735;1983.759;1332.477;146.01;1362.91;8.288;1089.659;40.892;1048.767;80.964;183.999;4706.339;195.98;3296.835;2361.843;934.992;1251.513;-37.989;;
"2010-05";5356.387;184.307;3939.209;2435.057;1504.152;1166.814;66.057;1134.403;3.304;846.744;0.646;846.098;144.328;140.027;4221.983;181.003;3092.465;2434.411;658.054;1022.486;-73.971;;
"2008-11";5906.562;333.669;3852.298;2423.755;1428.543;1644.419;76.176;1402.206;19.678;865.537;0;865.537;232.055;284.936;4504.356;313.991;2986.761;2423.755;563.006;1412.364;-208.76;;
"2008-04";6418.568;203.213;4781.476;3389.712;1391.764;1384.5;49.379;1548.577;29.421;1047.636;0.007;1047.629;185.758;285.762;4869.991;173.792;3733.84;3389.705;344.135;1198.742;-236.383;;
"2007-05";4609.099;109.628;3655.258;2664.861;990.397;828.181;16.032;1249.181;15.326;924.979;0.006;924.973;127.018;181.858;3359.919;94.302;2730.279;2664.855;65.424;701.163;-165.825;;
"2002-11";2277.549;87.021;1730.552;1230.523;500.029;459.509;0.467;607.939;7.634;306.773;0.304;306.469;18.848;274.684;1669.611;79.387;1423.779;1230.219;193.56;440.661;-274.216;;
"2002-07";2503.202;68.552;1981.757;1417.953;563.804;447.12;5.773;557.888;3.379;334.453;0.003;334.45;9.965;210.091;1945.313;65.173;1647.304;1417.95;229.354;437.155;-204.319;;
"2001-06";2927.936;91.48;2311.509;1666.754;644.755;519.164;5.783;610.21;6.71;392.545;0;392.545;5.739;205.216;2317.726;84.77;1918.964;1666.754;252.21;513.425;-199.433;;
"2001-04";2574.406;84.084;1898.608;1373.172;525.436;585.029;6.685;709.431;7.769;452.835;3.071;449.764;26.221;222.606;1864.975;76.315;1445.773;1370.101;75.672;558.808;-215.921;;
"1998-07";1167.953;65.234;871.359;648.519;222.84;222.109;9.251;354.331;4.964;217.477;0.002;217.475;5.56;126.33;813.622;60.27;653.882;648.517;5.365;216.549;-117.079;;
"1998-06";1218.659;74.907;864.337;608.976;255.361;274.821;4.594;452.309;4.57;243.792;0.006;243.786;5.314;198.634;766.349;70.337;620.545;608.97;11.575;269.507;-194.04;;
"1998-03";1277.542;72.313;957.124;674.097;283.027;239.208;8.897;575.194;5.321;288.863;0.003;288.86;7.973;273.037;702.348;66.992;668.261;674.094;-5.833;231.235;-264.14;;
"1996-08";1347.341;56.554;1082.882;781.718;301.164;203.06;4.845;438.831;5.856;210.492;0;210.492;1.572;220.911;908.51;50.698;872.39;781.718;90.672;201.488;-216.066;;
"1995-08";1145.726;57.493;859.557;602.669;256.888;224.428;4.248;370.074;5.95;140.967;0;140.967;0.81;222.347;775.652;51.543;718.59;602.669;115.921;223.618;-218.099;;
"1995-04";1185.24;51.585;923.895;614.293;309.603;202.297;7.462;393.424;9.579;137.685;4.218;133.467;13.836;232.325;791.815;42.005;786.211;610.075;176.136;188.462;-224.863;;
"1993-12";1244.319;57.43;972.808;619.65;353.158;202.791;11.291;426.185;10.315;200.173;0.043;200.13;6.057;209.64;818.135;47.115;772.635;619.607;153.028;196.734;-198.349;;
"1992-11";1329.219;76.4;1039.732;646.145;393.587;204.534;8.553;367.137;9.65;178.707;0;178.707;0.839;177.941;962.082;66.75;861.025;646.145;214.88;203.695;-169.388;;
"1991-06";1459.242;72.718;1086.809;780.082;306.727;273.341;26.374;409.326;10.214;218.002;0;218.002;1.067;180.042;1049.916;62.504;868.807;780.082;88.725;272.274;-153.669;;
"2015-11";3650.845;115.843;2585.287;1265.434;1319.853;909.16;40.555;1150.532;1.587;674.683;0.075;674.607;196.047;278.214;2500.313;114.256;1910.604;1265.358;645.246;713.112;-237.66;;
"2013-02";7131.816;168.325;5435.514;3073.667;2361.847;1436.178;91.799;1608.521;0.313;1233.948;0.228;1233.72;179.456;194.804;5523.294;168.011;4201.566;3073.439;1128.127;1256.722;-103.005;;
"2012-05";6868.423;162.988;5211.783;2634.022;2577.761;1467.231;26.421;1441.786;6.522;1003.334;0.703;1002.632;236.391;195.539;5426.637;156.465;4208.449;2633.319;1575.129;1230.841;-169.117;;
"2011-08";6722.093;192.589;5263.348;3232.657;2030.691;1249.713;16.443;1586.072;6.207;1136.749;0.672;1136.077;220.707;222.409;5136.021;186.382;4126.599;3231.985;894.614;1029.006;-205.966;;
"2008-01";7090.872;185.448;5457.818;3532.825;1924.993;1390.301;57.305;1653.671;18.036;1086.691;0;1086.691;229.227;319.717;5437.201;167.412;4371.127;3532.825;838.302;1161.074;-262.412;;
"2007-12";6504.327;175.013;4915.127;3178.626;1736.501;1267.58;146.607;1371.046;10.516;943.872;0.326;943.546;200.064;216.594;5133.281;164.497;3971.255;3178.3;792.955;1067.516;-69.987;;
"2006-04";5119.893;156.339;3877.056;2511.741;1365.315;1079.778;6.72;1240.481;13.392;826.118;0;826.118;115.833;285.138;3879.412;142.947;3050.938;2511.741;539.197;963.945;-278.418;;
"2005-04";4078.298;125.345;3113.703;2159.601;954.102;815.916;23.334;978.78;16.734;643.856;0.121;643.735;121.072;197.118;3099.518;108.611;2469.847;2159.48;310.367;694.844;-173.784;;
"2003-04";2784.496;80.007;2051.769;1337.069;714.7;648.965;3.755;577.4;4.278;347.17;0.005;347.165;36.062;189.89;2207.097;75.729;1704.599;1337.064;367.535;612.903;-186.134;;
"2001-02";2726.79;66.823;2116.611;1468.666;647.945;534.201;9.155;687.136;7.548;452.78;0;452.78;17.951;208.857;2039.654;59.275;1663.831;1468.666;195.165;516.25;-199.702;;
"2000-10";3308.638;94.837;2874.313;2050.489;823.824;328.501;10.987;846.039;8.794;606.194;4.929;601.265;6.397;224.654;2462.599;86.043;2268.119;2045.56;222.559;322.104;-213.667;;
"1999-07";1404.532;63.357;1124.996;808.24;316.756;207.064;9.115;420.524;4.14;215.851;0.001;215.85;2.71;197.823;984.008;59.217;909.145;808.239;100.906;204.354;-188.708;;
"1997-11";1583.046;85.377;1276.661;933.713;342.948;212.989;8.019;518.761;5.419;255.412;0.011;255.401;7.591;250.34;1064.284;79.958;1021.249;933.702;87.547;205.398;-242.321;;
"1995-03";1072.618;60.352;843.32;564.499;278.821;163.181;5.765;454.492;11.543;171.292;0;171.292;10.88;260.777;618.126;48.809;672.028;564.499;107.53;152.301;-255.013;;
"1993-03";1406.211;104.362;1002.485;670.061;332.423;288.009;11.355;429.721;9.382;192.599;0;192.599;6.598;221.142;976.489;94.979;809.886;670.061;139.824;281.411;-209.786;;
"2017-02";4870.957;240.818;3630.41;1739.386;1891.024;920.393;79.335;981.063;0.391;658.233;0.061;658.172;70.609;251.83;3889.894;240.427;2972.178;1739.326;1232.852;849.784;-172.495;;
"2017-01";5074.539;200.845;3528.241;2020.926;1507.315;1054.987;290.466;1085.962;1.113;712.75;0.044;712.706;149.716;222.383;3988.577;199.733;2815.491;2020.882;794.609;905.271;68.082;;
"2016-07";3870.165;91.338;3002.429;1625.396;1377.033;741.581;34.816;834.596;1.118;640.533;0.052;640.481;35.375;157.57;3035.569;90.221;2361.897;1625.344;736.552;706.206;-122.754;;
"2015-06";4654.816;78.671;3707.413;1838.029;1869.384;851.165;17.567;1047.737;0.533;796.096;0.136;795.96;42.318;208.791;3607.079;78.138;2911.318;1837.894;1073.424;808.847;-191.224;;
"2012-04";7635.897;247.853;5874.34;3070.417;2803.923;1466.487;47.218;1376.409;5.083;979.938;52.07;927.868;189.916;201.473;6259.488;242.77;4894.402;3018.346;1876.056;1276.571;-154.255;;
"2007-10";5496.282;146.427;4285.691;2667.787;1617.904;987.268;76.896;1300.28;14.862;891.879;0;891.879;121.662;271.877;4196.002;131.565;3393.812;2667.787;726.025;865.606;-194.981;;
"2006-07";5286.157;120.809;4207.147;2788.002;1419.145;881.306;76.895;1324.934;13.045;862.141;0.008;862.133;115.804;333.944;3961.223;107.764;3345.006;2787.994;557.012;765.502;-257.049;;
"2004-06";3048.948;93.616;2356.614;1486.148;870.466;585.127;13.591;696.34;11.815;471.026;0.001;471.025;30.021;183.478;2352.609;81.801;1885.588;1486.147;399.441;555.106;-169.886;;
"2004-05";2765.24;124.826;2022.903;1387.91;634.993;610.432;7.079;623.394;11.473;397.309;0;397.309;24.576;190.036;2141.846;113.353;1625.594;1387.91;237.684;585.856;-182.957;;
"2002-06";2428.874;91.903;1884.787;1382.79;501.997;451.428;0.756;644.86;4.806;410.095;2.077;408.018;13.52;216.439;1784.014;87.097;1474.692;1380.713;93.979;437.908;-215.683;;
"2000-04";2240.025;76.771;1749.874;1242.168;507.706;405.223;8.157;695.06;6.971;446.986;3.521;443.465;7.072;234.031;1544.965;69.8;1302.888;1238.647;64.241;398.151;-225.874;;
"1996-12";1803.07;64.488;1429.831;941.226;488.605;299.811;8.94;488.922;6.288;238.152;0.056;238.095;4.501;239.981;1314.147;58.2;1191.68;941.17;250.51;295.309;-231.041;;
"1995-02";1260.998;68.531;941.381;585.999;355.382;244.52;6.566;391.618;8.156;139.441;1.083;138.357;4.794;239.228;869.38;60.375;801.94;584.916;217.025;239.726;-232.662;;
"1992-02";1434.44;90.176;1082.263;677.538;404.725;246.412;15.589;338.027;10.308;171.922;0;171.922;6.562;149.236;1096.412;79.868;910.341;677.538;232.803;239.85;-133.647;;
"1991-07";1677.397;94.671;1288.804;810.419;478.385;273.798;20.123;360.389;10.367;205.349;0;205.349;1.524;143.15;1317.007;84.304;1083.455;810.419;273.036;272.274;-123.026;;
"2016-10";3877.492;97.812;2844.063;1692.832;1151.23;788.475;147.142;856.596;1.583;621.52;0.053;621.466;72.904;160.59;3020.896;96.23;2222.543;1692.779;529.764;715.571;-13.448;;
"2016-08";3726.154;64.844;3013.821;1671.443;1342.378;600.305;47.184;776.491;0.763;610.898;0.055;610.844;21.114;143.716;2949.663;64.081;2402.923;1671.388;731.534;579.191;-96.532;;
"2015-10";4594.252;107.586;3454.572;1855.639;1598.933;984.136;47.957;1067.261;1.672;709.859;0.095;709.764;95.87;259.86;3526.991;105.914;2744.714;1855.544;889.169;888.265;-211.903;;
