"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2009",60.54,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2010",78.55,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2011",109.19,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2012",111.54,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2013",108.55,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2014",99.22,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2015",51.66,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2016",41.62,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2017",52.63,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2018",69.99,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2019",63.96,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2020",42.38,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2021",71.03,
"NLD","OILIMPPRICE","TOT","USD_BAR","A","2022",99.42,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2000",29.95,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2001",26.14,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2002",25.89,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2003",31,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2004",41.71,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2005",56.07,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2006",67.36,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2007",73.84,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2008",105.8,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2009",65.85,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2010",80.62,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2011",112.38,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2012",117.7,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2013",113.43,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2014",105.96,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2015",57.99,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2016",44.91,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2017",55.91,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2018",75.68,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2019",69.27,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2020",51.28,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2021",77.73,
"NZL","OILIMPPRICE","TOT","USD_BAR","A","2022",97.27,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2000",28.91,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2001",23.43,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2002",24.46,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2003",30.41,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2004",39.2,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2005",53.08,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2006",58.83,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2007",70.16,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2008",80.22,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2009",69.08,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2010",81.06,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2011",111.18,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2012",108.23,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2013",109.07,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2014",101.61,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2015",51.29,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2016",46.12,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2017",53.7,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2018",72.69,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2019",67.41,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2020",45.65,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2021",68.98,
"NOR","OILIMPPRICE","TOT","USD_BAR","A","2022",99.51,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2000",,"L"
"POL","OILIMPPRICE","TOT","USD_BAR","A","2001",,"L"
"POL","OILIMPPRICE","TOT","USD_BAR","A","2002",,"L"
"POL","OILIMPPRICE","TOT","USD_BAR","A","2003",,"L"
"POL","OILIMPPRICE","TOT","USD_BAR","A","2004",,"L"
"POL","OILIMPPRICE","TOT","USD_BAR","A","2005",,"L"
"POL","OILIMPPRICE","TOT","USD_BAR","A","2006",,"L"
"POL","OILIMPPRICE","TOT","USD_BAR","A","2007",,"L"
"POL","OILIMPPRICE","TOT","USD_BAR","A","2008",94.02,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2009",60.83,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2010",77.89,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2011",109.58,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2012",109.97,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2013",107.71,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2014",96.28,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2015",49.75,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2016",40.64,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2017",52.63,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2018",69.06,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2019",63.49,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2020",41.31,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2021",69.7,
"POL","OILIMPPRICE","TOT","USD_BAR","A","2022",91.46,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2000",28.2,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2001",24.02,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2002",24.27,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2003",28.72,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2004",37.89,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2005",51.94,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2006",62.77,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2007",70.23,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2008",98.83,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2009",62.49,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2010",79.13,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2011",112.33,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2012",112.21,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2013",109.74,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2014",100.22,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2015",53.44,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2016",42.73,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2017",53.59,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2018",71.36,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2019",65.89,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2020",48.12,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2021",70.12,
"PRT","OILIMPPRICE","TOT","USD_BAR","A","2022",107.28,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2000",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2001",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2002",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2003",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2004",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2005",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2006",,"L"
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2007",69.97,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2008",90.49,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2009",59.37,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2010",78.72,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2011",108.9,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2012",109.83,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2013",107.29,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2014",95.63,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2015",50.7,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2016",42.32,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2017",53.71,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2018",70.14,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2019",62.88,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2020",41.67,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2021",69.3,
"SVK","OILIMPPRICE","TOT","USD_BAR","A","2022",73.77,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2000",27.16,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2001",23.32,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2002",23.95,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2003",28.13,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2004",36.03,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2005",50.54,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2006",60.99,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2007",68.66,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2008",94.86,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2009",59.78,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2010",77.84,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2011",108.5,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2012",109.48,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2013",106.77,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2014",97.07,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2015",49.51,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2016",40.08,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2017",51.69,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2018",69.02,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2019",62.84,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2020",42.26,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2021",69.69,
"ESP","OILIMPPRICE","TOT","USD_BAR","A","2022",101.54,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2000",28.13,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2001",24.03,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2002",23.86,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2003",28.6,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2004",36.47,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2005",51.78,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2006",62.5,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2007",70.13,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2008",95.09,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2009",60.58,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2010",79,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2011",110.67,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2012",112.36,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2013",109.1,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2014",97.75,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2015",51.19,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2016",42.41,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2017",54.17,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2018",71.49,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2019",64.8,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2020",43.21,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2021",71.77,
"SWE","OILIMPPRICE","TOT","USD_BAR","A","2022",107.71,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2000",29.53,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2001",25.04,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2002",25.34,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2003",30.26,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2004",38.73,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2005",55.81,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2006",66.76,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2007",74.92,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2008",101.03,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2009",63.27,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2010",80.92,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2011",112.51,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2012",111.3,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2013",110.35,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2014",101.91,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2015",54.38,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2016",44.73,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2017",56.31,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2018",72.32,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2019",64.57,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2020",46.72,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2021",55.11,
"CHE","OILIMPPRICE","TOT","USD_BAR","A","2022",104,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2000",26.61,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2001",22.98,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2002",23.57,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2003",27.05,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2004",34.9,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2005",50.65,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2006",61.48,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2007",68.59,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2008",98.07,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2009",61.27,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2010",78.26,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2011",109.81,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2012",111.7,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2013",108.37,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2014",99.71,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2015",51.42,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2016",41.28,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2017",52.01,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2018",71.16,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2019",65.09,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2020",43.41,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2021",71.23,
"TUR","OILIMPPRICE","TOT","USD_BAR","A","2022",97.83,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2000",28.45,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2001",24.45,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2002",24.58,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2003",29.13,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2004",37.75,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2005",53.79,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2006",65,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2007",73.8,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2008",99.34,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2009",62.39,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2010",80.6,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2011",113.49,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2012",112.62,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2013",110.27,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2014",100.07,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2015",53.81,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2016",44.62,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2017",54.69,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2018",72.65,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2019",65.58,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2020",44.62,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2021",71.2,
"GBR","OILIMPPRICE","TOT","USD_BAR","A","2022",104.66,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2000",27.54,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2001",22.07,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2002",23.52,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2003",27.66,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2004",35.86,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2005",48.82,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2006",59.17,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2007",66.77,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2008",94.97,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2009",58.83,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2010",76.02,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2011",102.43,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2012",101.16,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2013",97.26,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2014",89.43,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2015",45.81,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2016",37.94,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2017",48.12,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2018",59.19,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2019",56.33,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2020",36.57,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2021",64.43,
"USA","OILIMPPRICE","TOT","USD_BAR","A","2022",89.71,
"EST","OILIMPPRICE","TOT","USD_BAR","A","2000",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2001",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2002",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2003",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2004",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2005",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2006",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2007",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2008",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2009",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2010",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2011",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2012",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2013",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2014",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2015",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2016",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2017",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2018",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2019",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2020",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2021",,"M"
"EST","OILIMPPRICE","TOT","USD_BAR","A","2022",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2000",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2001",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2002",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2003",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2004",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2005",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2006",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2007",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2008",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2009",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2010",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2011",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2012",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2013",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2014",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2015",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2016",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2017",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2018",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2019",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2020",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2021",,"M"
"LUX","OILIMPPRICE","TOT","USD_BAR","A","2022",,"M"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2000",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2001",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2002",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2003",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2004",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2005",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2006",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2007",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2008",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2009",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2010",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2011",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2012",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2013",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2014",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2015",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2016",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2017",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2018",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2019",,"L"
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2020",37.65,
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2021",70.33,
"LTU","OILIMPPRICE","TOT","USD_BAR","A","2022",93.48,
